TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.3806
401.1211,98.4638
403.0496,98.5651
404.9781,98.654
406.9065,98.7221
408.8350,98.7688
410.7635,98.7897
412.6919,98.7759
414.6204,98.7188
416.5489,98.6187
418.4773,98.4913
420.4058,98.3635
422.3343,98.2588
424.2627,98.1867
426.1912,98.144
428.1197,98.1211
430.0481,98.1056
431.9766,98.0833
433.9051,98.0401
435.8335,97.9672
437.7620,97.8662
439.6905,97.7487
441.6189,97.6309
443.5474,97.5226
445.4759,97.4204
447.4043,97.3085
449.3328,97.1681
451.2613,96.9915
453.1897,96.7931
455.1182,96.6143
457.0467,96.5112
458.9751,96.5271
460.9036,96.6646
462.8321,96.8848
464.7605,97.1316
466.6890,97.3587
468.6175,97.5423
470.5459,97.6822
472.4744,97.7937
474.4029,97.8933
476.3313,97.9874
478.2598,98.0694
480.1883,98.1269
482.1167,98.1506
484.0452,98.1409
485.9737,98.1091
487.9021,98.0717
489.8306,98.0421
491.7591,98.0244
493.6875,98.0128
495.6160,97.9961
497.5445,97.9654
499.4729,97.9191
501.4014,97.8642
503.3299,97.8126
505.2583,97.7734
507.1868,97.7487
509.1153,97.7323
511.0437,97.7147
512.9722,97.6881
514.9007,97.6494
516.8292,97.6001
518.7576,97.5442
520.6861,97.4862
522.6146,97.4297
524.5430,97.378
526.4715,97.3349
528.4000,97.304
530.3284,97.2885
532.2569,97.2892
534.1854,97.3049
536.1138,97.332
538.0423,97.3655
539.9708,97.399
541.8992,97.4264
543.8277,97.4429
545.7562,97.4479
547.6846,97.4461
549.6131,97.446
551.5416,97.4568
553.4700,97.4824
555.3985,97.5186
557.3270,97.5536
559.2554,97.5736
561.1839,97.5693
563.1124,97.5407
565.0408,97.4964
566.9693,97.4485
568.8978,97.407
570.8262,97.3754
572.7547,97.3512
574.6832,97.3296
576.6116,97.3075
578.5401,97.2852
580.4686,97.2661
582.3970,97.2539
584.3255,97.2504
586.2540,97.2544
588.1824,97.2618
590.1109,97.268
592.0394,97.2692
