TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,92.5747
401.1211,93.3949
403.0496,94.3269
404.9781,95.125
406.9065,95.6524
408.8350,95.863
410.7635,95.766
412.6919,95.412
414.6204,94.9005
416.5489,94.3861
418.4773,94.0418
420.4058,93.9717
422.3343,94.148
424.2627,94.4499
426.1912,94.7552
428.1197,94.9942
430.0481,95.1517
431.9766,95.2442
433.9051,95.2968
435.8335,95.3293
437.7620,95.3561
439.6905,95.3928
441.6189,95.4574
443.5474,95.5565
445.4759,95.6671
447.4043,95.7361
449.3328,95.7072
451.2613,95.5603
453.1897,95.3394
455.1182,95.1508
457.0467,95.1185
458.9751,95.3089
460.9036,95.6811
462.8321,96.113
464.7605,96.4806
466.6890,96.7238
468.6175,96.8623
470.5459,96.9673
472.4744,97.1073
474.4029,97.302
476.3313,97.5173
478.2598,97.6992
480.1883,97.8134
482.1167,97.8605
484.0452,97.8653
485.9737,97.8561
487.9021,97.8476
489.8306,97.8361
491.7591,97.807
493.6875,97.7456
495.6160,97.6464
497.5445,97.5166
499.4729,97.3768
501.4014,97.2535
503.3299,97.1672
505.2583,97.1188
507.1868,97.0864
509.1153,97.0372
511.0437,96.9474
512.9722,96.8176
514.9007,96.6751
516.8292,96.5595
518.7576,96.5024
520.6861,96.5122
522.6146,96.5743
524.5430,96.6642
526.4715,96.761
528.4000,96.8528
530.3284,96.9332
532.2569,96.9966
534.1854,97.0375
536.1138,97.0531
538.0423,97.0458
539.9708,97.0236
541.8992,96.9971
543.8277,96.9769
545.7562,96.9736
547.6846,96.9981
549.6131,97.0599
551.5416,97.1626
553.4700,97.2981
555.3985,97.4452
557.3270,97.5741
559.2554,97.6572
561.1839,97.6791
563.1124,97.6413
565.0408,97.5587
566.9693,97.4516
568.8978,97.3373
570.8262,97.226
572.7547,97.1233
574.6832,97.0344
576.6116,96.9668
578.5401,96.9273
580.4686,96.9162
582.3970,96.9234
584.3255,96.9309
586.2540,96.9219
588.1824,96.8898
590.1109,96.8412
592.0394,96.7908
