TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,97.2763
401.1211,97.5269
403.0496,97.7711
404.9781,97.9835
406.9065,98.165
408.8350,98.3175
410.7635,98.4316
412.6919,98.4907
414.6204,98.4845
416.5489,98.4217
418.4773,98.3323
420.4058,98.2515
422.3343,98.1987
424.2627,98.1721
426.1912,98.162
428.1197,98.162
430.0481,98.1706
431.9766,98.185
433.9051,98.1967
435.8335,98.1919
437.7620,98.1599
439.6905,98.0999
441.6189,98.0219
443.5474,97.9371
445.4759,97.8468
447.4043,97.7384
449.3328,97.595
451.2613,97.4101
453.1897,97.2018
455.1182,97.0166
457.0467,96.9149
458.9751,96.941
460.9036,97.095
462.8321,97.3348
464.7605,97.6022
466.6890,97.8486
468.6175,98.0451
470.5459,98.1825
472.4744,98.2679
474.4029,98.3178
476.3313,98.3497
478.2598,98.3755
480.1883,98.3988
482.1167,98.4175
484.0452,98.4273
485.9737,98.4259
487.9021,98.4153
489.8306,98.4009
491.7591,98.387
493.6875,98.3728
495.6160,98.3511
497.5445,98.3129
499.4729,98.2541
501.4014,98.1815
503.3299,98.1116
505.2583,98.0624
507.1868,98.0422
509.1153,98.0439
511.0437,98.0488
512.9722,98.0363
514.9007,97.9943
516.8292,97.9246
518.7576,97.8413
520.6861,97.7628
522.6146,97.703
524.5430,97.6665
526.4715,97.6504
528.4000,97.6491
530.3284,97.6581
532.2569,97.6761
534.1854,97.7032
536.1138,97.7387
538.0423,97.7786
539.9708,97.8155
541.8992,97.8412
543.8277,97.8511
545.7562,97.8487
547.6846,97.8455
549.6131,97.8561
551.5416,97.89
553.4700,97.9446
555.3985,98.0054
557.3270,98.0528
559.2554,98.0726
561.1839,98.062
563.1124,98.0287
565.0408,97.9846
566.9693,97.9387
568.8978,97.8951
570.8262,97.8547
572.7547,97.8188
574.6832,97.7904
576.6116,97.7724
578.5401,97.7645
580.4686,97.7627
582.3970,97.7611
584.3255,97.7554
586.2540,97.7459
588.1824,97.7355
590.1109,97.7273
592.0394,97.7216
