TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.2868
401.1211,98.2611
403.0496,98.167
404.9781,98.0013
406.9065,97.8074
408.8350,97.6303
410.7635,97.4887
412.6919,97.3693
414.6204,97.2409
416.5489,97.079
418.4773,96.888
420.4058,96.7048
422.3343,96.576
424.2627,96.5304
426.1912,96.5686
428.1197,96.6668
430.0481,96.7815
431.9766,96.8578
433.9051,96.8458
435.8335,96.7263
437.7620,96.5251
439.6905,96.3001
441.6189,96.1056
443.5474,95.955
445.4759,95.8114
447.4043,95.6135
449.3328,95.3195
451.2613,94.9388
453.1897,94.5362
455.1182,94.2081
457.0467,94.0378
458.9751,94.0484
460.9036,94.1914
462.8321,94.3839
464.7605,94.5636
466.6890,94.7162
468.6175,94.8637
470.5459,95.0321
472.4744,95.2223
474.4029,95.4049
476.3313,95.5418
478.2598,95.6123
480.1883,95.6213
482.1167,95.5901
484.0452,95.5417
485.9737,95.493
487.9021,95.4556
489.8306,95.4391
491.7591,95.4506
493.6875,95.4882
495.6160,95.5364
497.5445,95.5703
499.4729,95.5678
501.4014,95.5249
503.3299,95.4608
505.2583,95.4074
507.1868,95.389
509.1153,95.407
511.0437,95.4401
512.9722,95.458
514.9007,95.4396
516.8292,95.3835
518.7576,95.307
520.6861,95.2341
522.6146,95.1809
524.5430,95.1496
526.4715,95.1316
528.4000,95.1173
530.3284,95.1029
532.2569,95.0921
534.1854,95.0915
536.1138,95.1056
538.0423,95.1338
539.9708,95.1713
541.8992,95.212
543.8277,95.2518
545.7562,95.2894
547.6846,95.3251
549.6131,95.3593
551.5416,95.3906
553.4700,95.4156
555.3985,95.4299
557.3270,95.4297
559.2554,95.4137
561.1839,95.384
563.1124,95.3458
565.0408,95.3056
566.9693,95.2695
568.8978,95.2408
570.8262,95.2206
572.7547,95.208
574.6832,95.2013
576.6116,95.1991
578.5401,95.2
580.4686,95.2024
582.3970,95.2044
584.3255,95.2045
586.2540,95.2014
588.1824,95.1951
590.1109,95.186
592.0394,95.1753
593.9678,95.1648
