TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,93.9601
401.1211,94.46
403.0496,94.8811
404.9781,95.1705
406.9065,95.3347
408.8350,95.392
410.7635,95.3551
412.6919,95.2402
414.6204,95.0828
416.5489,94.9355
418.4773,94.844
420.4058,94.8208
422.3343,94.8503
424.2627,94.9193
426.1912,95.035
428.1197,95.2111
430.0481,95.4402
431.9766,95.6758
433.9051,95.8423
435.8335,95.8758
437.7620,95.7693
439.6905,95.5813
441.6189,95.3967
443.5474,95.2679
445.4759,95.1805
447.4043,95.0709
449.3328,94.8797
451.2613,94.5992
453.1897,94.2892
455.1182,94.0535
457.0467,93.9858
458.9751,94.1098
460.9036,94.3592
462.8321,94.6216
464.7605,94.8101
466.6890,94.9067
468.6175,94.9589
470.5459,95.0398
472.4744,95.1964
474.4029,95.4168
476.3313,95.643
478.2598,95.8139
480.1883,95.9016
482.1167,95.9173
484.0452,95.8939
485.9737,95.8616
487.9021,95.8346
489.8306,95.8117
491.7591,95.7873
493.6875,95.7595
495.6160,95.7323
497.5445,95.7119
499.4729,95.7032
501.4014,95.7075
503.3299,95.7209
505.2583,95.7341
507.1868,95.7343
509.1153,95.7099
511.0437,95.6563
512.9722,95.5799
514.9007,95.4974
516.8292,95.4294
518.7576,95.3908
520.6861,95.3846
522.6146,95.402
524.5430,95.4294
526.4715,95.4555
528.4000,95.4753
530.3284,95.4896
532.2569,95.5015
534.1854,95.5138
536.1138,95.5269
538.0423,95.5396
539.9708,95.551
541.8992,95.562
543.8277,95.5773
545.7562,95.6036
547.6846,95.6469
549.6131,95.708
551.5416,95.7807
553.4700,95.852
555.3985,95.9072
557.3270,95.935
559.2554,95.9321
561.1839,95.9039
563.1124,95.8609
565.0408,95.8136
566.9693,95.7681
568.8978,95.7247
570.8262,95.6807
572.7547,95.6352
574.6832,95.5928
576.6116,95.5624
578.5401,95.5524
580.4686,95.5637
582.3970,95.5876
584.3255,95.6096
586.2540,95.6177
588.1824,95.6097
590.1109,95.5936
592.0394,95.5817
