TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,100.088
401.1211,100.051
403.0496,100.044
404.9781,100.031
406.9065,99.997
408.8350,99.9435
410.7635,99.8782
412.6919,99.8082
414.6204,99.7363
416.5489,99.6602
418.4773,99.5775
420.4058,99.4917
422.3343,99.4123
424.2627,99.3491
426.1912,99.3059
428.1197,99.2797
430.0481,99.2627
431.9766,99.2443
433.9051,99.2146
435.8335,99.1665
437.7620,99.0968
439.6905,99.0045
441.6189,98.8889
443.5474,98.7487
445.4759,98.5826
447.4043,98.3897
449.3328,98.1714
451.2613,97.9353
453.1897,97.702
455.1182,97.5094
457.0467,97.4049
458.9751,97.4226
460.9036,97.5598
462.8321,97.7778
464.7605,98.0235
466.6890,98.2523
468.6175,98.4387
470.5459,98.5765
472.4744,98.6738
474.4029,98.7444
476.3313,98.7997
478.2598,98.8456
480.1883,98.8841
482.1167,98.9154
484.0452,98.9389
485.9737,98.9536
487.9021,98.9581
489.8306,98.9524
491.7591,98.9388
493.6875,98.9209
495.6160,98.902
497.5445,98.8824
499.4729,98.8601
501.4014,98.8332
503.3299,98.8031
505.2583,98.7743
507.1868,98.7518
509.1153,98.7371
511.0437,98.7267
512.9722,98.7136
514.9007,98.6918
516.8292,98.659
518.7576,98.6177
520.6861,98.5726
522.6146,98.5283
524.5430,98.4876
526.4715,98.4528
528.4000,98.4271
530.3284,98.414
532.2569,98.4161
534.1854,98.433
536.1138,98.4606
538.0423,98.4926
539.9708,98.5232
541.8992,98.5484
543.8277,98.5677
545.7562,98.5832
547.6846,98.5989
549.6131,98.6195
551.5416,98.6475
553.4700,98.6813
555.3985,98.7148
557.3270,98.7393
559.2554,98.7477
561.1839,98.7384
563.1124,98.7158
565.0408,98.6884
566.9693,98.6637
568.8978,98.646
570.8262,98.6357
572.7547,98.6307
574.6832,98.6292
576.6116,98.6299
578.5401,98.6322
580.4686,98.6356
582.3970,98.6397
584.3255,98.6447
586.2540,98.6507
588.1824,98.657
590.1109,98.6611
592.0394,98.6593
