TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,111.934
401.1211,110.11
403.0496,108.593
404.9781,107.515
406.9065,106.899
408.8350,106.66
410.7635,106.631
412.6919,106.603
414.6204,106.401
416.5489,105.956
418.4773,105.354
420.4058,104.787
422.3343,104.421
424.2627,104.297
426.1912,104.349
428.1197,104.47
430.0481,104.55
431.9766,104.513
433.9051,104.324
435.8335,104.01
437.7620,103.648
439.6905,103.331
441.6189,103.109
443.5474,102.956
445.4759,102.773
447.4043,102.451
449.3328,101.948
451.2613,101.323
453.1897,100.717
455.1182,100.29
457.0467,100.129
458.9751,100.187
460.9036,100.313
462.8321,100.361
464.7605,100.278
466.6890,100.127
468.6175,100.022
470.5459,100.055
472.4744,100.23
474.4029,100.457
476.3313,100.613
478.2598,100.603
480.1883,100.396
482.1167,100.026
484.0452,99.5706
485.9737,99.1346
487.9021,98.818
489.8306,98.6819
491.7591,98.7198
493.6875,98.8563
495.6160,98.9771
497.5445,98.9801
499.4729,98.8247
501.4014,98.5536
503.3299,98.2711
505.2583,98.0853
507.1868,98.0495
509.1153,98.141
511.0437,98.2836
512.9722,98.3939
514.9007,98.4208
516.8292,98.3627
518.7576,98.2585
520.6861,98.1601
522.6146,98.1046
524.5430,98.1011
526.4715,98.1349
528.4000,98.182
530.3284,98.2226
532.2569,98.2481
534.1854,98.2593
536.1138,98.2615
538.0423,98.2581
539.9708,98.25
541.8992,98.2368
543.8277,98.2218
545.7562,98.2128
547.6846,98.2188
549.6131,98.2427
551.5416,98.2754
553.4700,98.2963
555.3985,98.281
557.3270,98.2132
559.2554,98.0928
561.1839,97.9363
563.1124,97.77
565.0408,97.619
566.9693,97.4996
568.8978,97.4157
570.8262,97.3594
572.7547,97.3169
574.6832,97.2744
576.6116,97.2249
578.5401,97.1708
580.4686,97.1223
582.3970,97.0905
584.3255,97.079
586.2540,97.0794
588.1824,97.0737
590.1109,97.0441
592.0394,96.9839
593.9678,96.9032
595.8963,96.8258
597.8248,96.7779
599.7532,96.7758
