TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,89.8739
401.1211,90.8739
403.0496,91.8624
404.9781,92.6683
406.9065,93.1965
408.8350,93.4236
410.7635,93.3783
412.6919,93.1275
414.6204,92.7684
416.5489,92.4188
418.4773,92.1876
420.4058,92.1289
422.3343,92.2181
424.2627,92.3835
426.1912,92.5575
428.1197,92.7022
430.0481,92.8066
431.9766,92.8746
433.9051,92.9134
435.8335,92.9278
437.7620,92.9207
439.6905,92.8978
441.6189,92.8698
443.5474,92.8465
445.4759,92.8254
447.4043,92.7844
449.3328,92.6913
451.2613,92.5251
453.1897,92.3001
455.1182,92.0781
457.0467,91.951
458.9751,91.9913
460.9036,92.2017
462.8321,92.511
464.7605,92.8202
466.6890,93.0564
468.6175,93.2011
470.5459,93.2856
472.4744,93.3615
474.4029,93.462
476.3313,93.5843
478.2598,93.7017
480.1883,93.791
482.1167,93.8487
484.0452,93.8884
485.9737,93.9256
487.9021,93.9635
489.8306,93.9886
491.7591,93.9805
493.6875,93.9245
495.6160,93.822
497.5445,93.691
499.4729,93.5604
501.4014,93.4581
503.3299,93.3982
505.2583,93.3723
507.1868,93.3527
509.1153,93.3073
511.0437,93.2171
512.9722,93.0871
514.9007,92.9444
516.8292,92.8241
518.7576,92.7501
520.6861,92.7238
522.6146,92.7267
524.5430,92.7358
526.4715,92.7377
528.4000,92.7336
530.3284,92.7325
532.2569,92.7408
534.1854,92.7562
536.1138,92.77
538.0423,92.7735
539.9708,92.7653
541.8992,92.752
543.8277,92.7452
545.7562,92.756
547.6846,92.7907
549.6131,92.8498
551.5416,92.9291
553.4700,93.0205
555.3985,93.1131
557.3270,93.1941
559.2554,93.251
561.1839,93.2752
563.1124,93.264
565.0408,93.2214
566.9693,93.1559
568.8978,93.0777
570.8262,92.9969
572.7547,92.9228
574.6832,92.8644
576.6116,92.8287
578.5401,92.8177
580.4686,92.8261
582.3970,92.8418
584.3255,92.8508
586.2540,92.8445
588.1824,92.8241
590.1109,92.7993
592.0394,92.7825
