TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.2406
401.1211,98.6897
403.0496,99.2393
404.9781,99.7762
406.9065,100.218
408.8350,100.508
410.7635,100.612
412.6919,100.517
414.6204,100.25
416.5489,99.8977
418.4773,99.5911
420.4058,99.4428
422.3343,99.4861
424.2627,99.6724
426.1912,99.9201
428.1197,100.161
430.0481,100.359
431.9766,100.503
433.9051,100.597
435.8335,100.655
437.7620,100.69
439.6905,100.72
441.6189,100.754
443.5474,100.791
445.4759,100.802
447.4043,100.744
449.3328,100.58
451.2613,100.311
453.1897,99.9936
455.1182,99.7378
457.0467,99.6604
458.9751,99.8215
460.9036,100.182
462.8321,100.626
464.7605,101.029
466.6890,101.316
468.6175,101.485
470.5459,101.586
472.4744,101.678
474.4029,101.795
476.3313,101.931
478.2598,102.059
480.1883,102.151
482.1167,102.198
484.0452,102.21
485.9737,102.206
487.9021,102.206
489.8306,102.218
491.7591,102.238
493.6875,102.246
495.6160,102.219
497.5445,102.142
499.4729,102.024
501.4014,101.898
503.3299,101.807
505.2583,101.779
507.1868,101.81
509.1153,101.863
511.0437,101.892
512.9722,101.868
514.9007,101.792
516.8292,101.691
518.7576,101.607
520.6861,101.566
522.6146,101.578
524.5430,101.629
526.4715,101.701
528.4000,101.777
530.3284,101.847
532.2569,101.909
534.1854,101.964
536.1138,102.013
538.0423,102.055
539.9708,102.087
541.8992,102.109
543.8277,102.126
545.7562,102.149
547.6846,102.196
549.6131,102.282
551.5416,102.411
553.4700,102.57
555.3985,102.73
557.3270,102.855
559.2554,102.918
561.1839,102.911
563.1124,102.843
565.0408,102.74
566.9693,102.625
568.8978,102.514
570.8262,102.411
572.7547,102.313
574.6832,102.22
576.6116,102.139
578.5401,102.08
580.4686,102.054
582.3970,102.057
584.3255,102.079
586.2540,102.099
588.1824,102.107
590.1109,102.103
592.0394,102.097
593.9678,102.103
595.8963,102.126
597.8248,102.163
599.7532,102.204
601.6817,102.243
603.6102,102.275
605.5386,102.292
607.4671,102.287
609.3956,102.251
611.3240,102.185
