TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,97.9185
401.1211,98.35
403.0496,98.8558
404.9781,99.3275
406.9065,99.6913
408.8350,99.9039
410.7635,99.9439
412.6919,99.8128
414.6204,99.5489
416.5489,99.2393
418.4773,99.0034
420.4058,98.9361
422.3343,99.0542
424.2627,99.3
426.1912,99.5896
428.1197,99.8563
430.0481,100.065
431.9766,100.208
433.9051,100.295
435.8335,100.34
437.7620,100.358
439.6905,100.369
441.6189,100.387
443.5474,100.421
445.4759,100.455
447.4043,100.45
449.3328,100.361
451.2613,100.168
453.1897,99.9074
455.1182,99.6723
457.0467,99.5857
458.9751,99.7323
460.9036,100.101
462.8321,100.588
464.7605,101.056
466.6890,101.405
468.6175,101.607
470.5459,101.704
472.4744,101.771
474.4029,101.867
476.3313,101.999
478.2598,102.133
480.1883,102.226
482.1167,102.255
484.0452,102.229
485.9737,102.18
487.9021,102.146
489.8306,102.143
491.7591,102.161
493.6875,102.172
495.6160,102.146
497.5445,102.07
499.4729,101.956
501.4014,101.841
503.3299,101.767
505.2583,101.755
507.1868,101.797
509.1153,101.855
511.0437,101.886
512.9722,101.862
514.9007,101.784
516.8292,101.679
518.7576,101.586
520.6861,101.534
522.6146,101.534
524.5430,101.577
526.4715,101.644
528.4000,101.719
530.3284,101.793
532.2569,101.865
534.1854,101.938
536.1138,102.01
538.0423,102.079
539.9708,102.136
541.8992,102.177
543.8277,102.204
545.7562,102.231
547.6846,102.278
549.6131,102.363
551.5416,102.493
553.4700,102.656
555.3985,102.823
557.3270,102.957
559.2554,103.031
561.1839,103.033
563.1124,102.973
565.0408,102.874
566.9693,102.759
568.8978,102.644
570.8262,102.536
572.7547,102.434
574.6832,102.338
576.6116,102.255
578.5401,102.195
580.4686,102.164
582.3970,102.162
584.3255,102.175
586.2540,102.187
588.1824,102.188
590.1109,102.178
592.0394,102.166
593.9678,102.161
595.8963,102.168
597.8248,102.189
599.7532,102.221
601.6817,102.263
603.6102,102.309
605.5386,102.345
607.4671,102.353
609.3956,102.317
