TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,82.7158
401.1211,83.3386
403.0496,84.0183
404.9781,84.6639
406.9065,85.2109
408.8350,85.6083
410.7635,85.8103
412.6919,85.7898
414.6204,85.5723
416.5489,85.2653
418.4773,85.0368
420.4058,85.0276
422.3343,85.2607
424.2627,85.6416
426.1912,86.0348
428.1197,86.3376
430.0481,86.5113
431.9766,86.5796
433.9051,86.6077
435.8335,86.6726
437.7620,86.8349
439.6905,87.1238
441.6189,87.5335
443.5474,88.0217
445.4759,88.5127
447.4043,88.9163
449.3328,89.1626
451.2613,89.237
453.1897,89.1945
455.1182,89.1443
457.0467,89.1976
458.9751,89.4016
460.9036,89.705
462.8321,89.9921
464.7605,90.159
466.6890,90.1739
468.6175,90.0893
470.5459,90.0079
472.4744,90.021
474.4029,90.1558
476.3313,90.367
478.2598,90.5739
480.1883,90.7082
482.1167,90.742
484.0452,90.6892
485.9737,90.5886
487.9021,90.4797
489.8306,90.3814
491.7591,90.2824
493.6875,90.147
495.6160,89.9341
497.5445,89.6213
499.4729,89.2224
501.4014,88.788
503.3299,88.3828
505.2583,88.0521
507.1868,87.7979
509.1153,87.5812
511.0437,87.3483
512.9722,87.0621
514.9007,86.719
516.8292,86.3447
518.7576,85.9748
520.6861,85.633
522.6146,85.3226
524.5430,85.0337
526.4715,84.7566
528.4000,84.4903
530.3284,84.2415
532.2569,84.0182
534.1854,83.8251
536.1138,83.6628
538.0423,83.5331
539.9708,83.4432
541.8992,83.4076
543.8277,83.4469
545.7562,83.5819
547.6846,83.8267
549.6131,84.1808
551.5416,84.6245
553.4700,85.119
555.3985,85.6145
557.3270,86.0642
559.2554,86.4384
561.1839,86.7343
563.1124,86.9735
565.0408,87.1903
566.9693,87.4156
568.8978,87.6652
570.8262,87.9382
572.7547,88.2248
574.6832,88.5169
576.6116,88.8157
578.5401,89.1283
580.4686,89.4588
582.3970,89.7985
584.3255,90.1251
586.2540,90.4113
588.1824,90.6386
590.1109,90.8073
592.0394,90.9356
593.9678,91.0498
