TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,97.4362
401.1211,97.8477
403.0496,98.4106
404.9781,98.9973
406.9065,99.4996
408.8350,99.8391
410.7635,99.9662
412.6919,99.8654
414.6204,99.5714
416.5489,99.1837
418.4773,98.8481
420.4058,98.691
422.3343,98.7513
424.2627,98.9764
426.1912,99.275
428.1197,99.5679
430.0481,99.808
431.9766,99.9779
433.9051,100.08
435.8335,100.13
437.7620,100.148
439.6905,100.161
441.6189,100.193
443.5474,100.251
445.4759,100.313
447.4043,100.331
449.3328,100.252
451.2613,100.059
453.1897,99.7919
455.1182,99.553
457.0467,99.4639
458.9751,99.6009
460.9036,99.9439
462.8321,100.388
464.7605,100.81
466.6890,101.125
468.6175,101.322
470.5459,101.442
472.4744,101.546
474.4029,101.671
476.3313,101.813
478.2598,101.944
480.1883,102.033
482.1167,102.071
484.0452,102.072
485.9737,102.064
487.9021,102.073
489.8306,102.11
491.7591,102.16
493.6875,102.194
495.6160,102.179
497.5445,102.102
499.4729,101.976
501.4014,101.843
503.3299,101.748
505.2583,101.721
507.1868,101.751
509.1153,101.8
511.0437,101.824
512.9722,101.795
514.9007,101.719
516.8292,101.623
518.7576,101.543
520.6861,101.504
522.6146,101.509
524.5430,101.548
526.4715,101.608
528.4000,101.677
530.3284,101.75
532.2569,101.826
534.1854,101.9
536.1138,101.966
538.0423,102.019
539.9708,102.056
541.8992,102.078
543.8277,102.094
545.7562,102.12
547.6846,102.174
549.6131,102.266
551.5416,102.398
553.4700,102.556
555.3985,102.711
557.3270,102.834
559.2554,102.903
561.1839,102.91
563.1124,102.866
565.0408,102.787
566.9693,102.691
568.8978,102.588
570.8262,102.481
572.7547,102.374
574.6832,102.27
576.6116,102.182
578.5401,102.122
580.4686,102.099
582.3970,102.107
584.3255,102.132
586.2540,102.154
588.1824,102.164
590.1109,102.161
592.0394,102.154
593.9678,102.154
595.8963,102.166
597.8248,102.188
599.7532,102.218
601.6817,102.253
603.6102,102.289
605.5386,102.317
607.4671,102.324
609.3956,102.295
