TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,88.7957
401.1211,89.1131
403.0496,89.522
404.9781,89.9438
406.9065,90.3264
408.8350,90.6305
410.7635,90.8168
412.6919,90.8513
414.6204,90.7318
416.5489,90.5155
418.4773,90.3154
420.4058,90.2429
422.3343,90.339
424.2627,90.5608
426.1912,90.8256
428.1197,91.0593
430.0481,91.2187
431.9766,91.2926
433.9051,91.2948
435.8335,91.2549
437.7620,91.2106
439.6905,91.201
441.6189,91.2575
443.5474,91.3901
445.4759,91.5759
447.4043,91.764
449.3328,91.8992
451.2613,91.9529
453.1897,91.9422
455.1182,91.9249
457.0467,91.9674
458.9751,92.0984
460.9036,92.283
462.8321,92.4414
464.7605,92.5006
466.6890,92.4368
468.6175,92.2872
470.5459,92.1277
472.4744,92.027
474.4029,92.0059
476.3313,92.0286
478.2598,92.0316
480.1883,91.9628
482.1167,91.8056
484.0452,91.5808
485.9737,91.33
487.9021,91.0923
489.8306,90.8839
491.7591,90.6903
493.6875,90.4731
495.6160,90.1886
497.5445,89.8083
499.4729,89.3334
501.4014,88.7945
503.3299,88.2346
505.2583,87.684
507.1868,87.1427
509.1153,86.5828
511.0437,85.9662
512.9722,85.265
514.9007,84.4685
516.8292,83.5742
518.7576,82.5678
520.6861,81.41
522.6146,80.0412
524.5430,78.4083
526.4715,76.5017
528.4000,74.3865
530.3284,72.2122
532.2569,70.1938
534.1854,68.5693
536.1138,67.5437
538.0423,67.2375
539.9708,67.6544
541.8992,68.6822
543.8277,70.1286
545.7562,71.7797
547.6846,73.4562
549.6131,75.0445
551.5416,76.4969
553.4700,77.8085
555.3985,78.9916
557.3270,80.0604
559.2554,81.0294
561.1839,81.9187
563.1124,82.7558
565.0408,83.5707
566.9693,84.3868
568.8978,85.2141
570.8262,86.0475
572.7547,86.8713
574.6832,87.6653
576.6116,88.4101
578.5401,89.0886
580.4686,89.686
582.3970,90.19
584.3255,90.5932
586.2540,90.8971
588.1824,91.1158
590.1109,91.2751
592.0394,91.4048
593.9678,91.5289
