TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,87.6559
401.1211,87.8432
403.0496,88.2089
404.9781,88.6722
406.9065,89.1521
408.8350,89.5675
410.7635,89.8373
412.6919,89.8997
414.6204,89.7472
416.5489,89.4586
418.4773,89.1858
420.4058,89.0751
422.3343,89.1783
424.2627,89.4387
426.1912,89.7509
428.1197,90.0242
430.0481,90.2103
431.9766,90.303
433.9051,90.3252
435.8335,90.3133
437.7620,90.3051
439.6905,90.3328
441.6189,90.4186
443.5474,90.5645
445.4759,90.7435
447.4043,90.9054
449.3328,91.0011
451.2613,91.0127
453.1897,90.9702
455.1182,90.9415
457.0467,90.9942
458.9751,91.1454
460.9036,91.3411
462.8321,91.4872
464.7605,91.5092
466.6890,91.3957
468.6175,91.2029
470.5459,91.0209
472.4744,90.9203
474.4029,90.9096
476.3313,90.9356
478.2598,90.923
480.1883,90.8193
482.1167,90.6155
484.0452,90.3415
485.9737,90.0421
487.9021,89.7523
489.8306,89.4808
491.7591,89.2095
493.6875,88.9041
495.6160,88.5303
497.5445,88.0677
499.4729,87.5185
501.4014,86.9056
503.3299,86.2612
505.2583,85.6101
507.1868,84.9557
509.1153,84.2796
511.0437,83.5518
512.9722,82.7441
514.9007,81.8362
516.8292,80.8093
518.7576,79.6327
520.6861,78.2541
522.6146,76.6063
524.5430,74.6346
526.4715,72.336
528.4000,69.7933
530.3284,67.1862
532.2569,64.7694
534.1854,62.8216
536.1138,61.58
538.0423,61.1811
539.9708,61.6267
541.8992,62.7864
543.8277,64.439
545.7562,66.3384
547.6846,68.275
549.6131,70.1128
551.5416,71.7909
553.4700,73.3009
555.3985,74.6587
557.3270,75.8858
559.2554,77.0043
561.1839,78.0407
563.1124,79.0272
565.0408,79.9968
566.9693,80.9741
568.8978,81.9677
570.8262,82.9687
572.7547,83.9567
574.6832,84.9078
576.6116,85.8005
578.5401,86.6167
580.4686,87.3396
582.3970,87.9525
584.3255,88.4419
586.2540,88.8045
588.1824,89.0542
590.1109,89.223
592.0394,89.3513
593.9678,89.473
