TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.2506
401.1211,98.5689
403.0496,99.0472
404.9781,99.5559
406.9065,99.9901
408.8350,100.281
410.7635,100.392
412.6919,100.314
414.6204,100.081
416.5489,99.7785
418.4773,99.5279
420.4058,99.4305
422.3343,99.5105
424.2627,99.7154
426.1912,99.965
428.1197,100.198
430.0481,100.387
431.9766,100.533
433.9051,100.642
435.8335,100.719
437.7620,100.761
439.6905,100.769
441.6189,100.76
443.5474,100.756
445.4759,100.759
447.4043,100.74
449.3328,100.651
451.2613,100.462
453.1897,100.2
455.1182,99.9561
457.0467,99.8575
458.9751,99.9888
460.9036,100.335
462.8321,100.788
464.7605,101.217
466.6890,101.534
468.6175,101.729
470.5459,101.852
472.4744,101.97
474.4029,102.121
476.3313,102.293
478.2598,102.448
480.1883,102.547
482.1167,102.574
484.0452,102.545
485.9737,102.491
487.9021,102.448
489.8306,102.436
491.7591,102.452
493.6875,102.475
495.6160,102.474
497.5445,102.427
499.4729,102.336
501.4014,102.226
503.3299,102.137
505.2583,102.093
507.1868,102.094
509.1153,102.114
511.0437,102.117
512.9722,102.082
514.9007,102.008
516.8292,101.917
518.7576,101.841
520.6861,101.799
522.6146,101.801
524.5430,101.84
526.4715,101.906
528.4000,101.988
530.3284,102.074
532.2569,102.157
534.1854,102.23
536.1138,102.287
538.0423,102.329
539.9708,102.357
541.8992,102.378
543.8277,102.403
545.7562,102.443
547.6846,102.51
549.6131,102.611
551.5416,102.741
553.4700,102.889
555.3985,103.032
557.3270,103.145
559.2554,103.207
561.1839,103.21
563.1124,103.157
565.0408,103.064
566.9693,102.952
568.8978,102.838
570.8262,102.733
572.7547,102.637
574.6832,102.55
576.6116,102.474
578.5401,102.415
580.4686,102.379
582.3970,102.366
584.3255,102.37
586.2540,102.378
588.1824,102.379
590.1109,102.37
592.0394,102.356
593.9678,102.347
595.8963,102.35
597.8248,102.369
599.7532,102.402
601.6817,102.447
603.6102,102.494
605.5386,102.529
607.4671,102.535
609.3956,102.495
611.3240,102.41
