TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,96.3509
401.1211,96.8487
403.0496,97.4451
404.9781,98.0253
406.9065,98.5073
408.8350,98.8423
410.7635,99.0028
412.6919,98.9826
414.6204,98.8095
416.5489,98.5616
418.4773,98.3567
420.4058,98.2983
422.3343,98.4176
424.2627,98.6682
426.1912,98.9717
428.1197,99.2617
430.0481,99.5011
431.9766,99.6777
433.9051,99.7924
435.8335,99.851
437.7620,99.8633
439.6905,99.8484
441.6189,99.8331
443.5474,99.8373
445.4759,99.8521
447.4043,99.8324
449.3328,99.72
451.2613,99.4862
453.1897,99.1688
455.1182,98.8784
457.0467,98.7568
458.9751,98.8969
460.9036,99.2806
462.8321,99.7888
464.7605,100.277
466.6890,100.648
468.6175,100.886
470.5459,101.039
472.4744,101.174
474.4029,101.328
476.3313,101.494
478.2598,101.639
480.1883,101.73
482.1167,101.759
484.0452,101.747
485.9737,101.725
487.9021,101.724
489.8306,101.757
491.7591,101.817
493.6875,101.877
495.6160,101.906
497.5445,101.885
499.4729,101.816
501.4014,101.728
503.3299,101.656
505.2583,101.623
507.1868,101.626
509.1153,101.64
511.0437,101.633
512.9722,101.588
514.9007,101.51
516.8292,101.421
518.7576,101.348
520.6861,101.309
522.6146,101.308
524.5430,101.342
526.4715,101.404
528.4000,101.488
530.3284,101.59
532.2569,101.7
534.1854,101.805
536.1138,101.895
538.0423,101.958
539.9708,101.994
541.8992,102.01
543.8277,102.021
545.7562,102.047
547.6846,102.108
549.6131,102.216
551.5416,102.367
553.4700,102.541
555.3985,102.707
557.3270,102.833
559.2554,102.896
561.1839,102.893
563.1124,102.836
565.0408,102.744
566.9693,102.638
568.8978,102.528
570.8262,102.42
572.7547,102.313
574.6832,102.213
576.6116,102.129
578.5401,102.074
580.4686,102.054
582.3970,102.063
584.3255,102.084
586.2540,102.099
588.1824,102.098
590.1109,102.085
592.0394,102.072
593.9678,102.074
595.8963,102.093
597.8248,102.128
599.7532,102.172
601.6817,102.217
603.6102,102.259
605.5386,102.288
607.4671,102.29
