TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.0459
401.1211,98.1833
403.0496,98.3428
404.9781,98.4664
406.9065,98.5208
408.8350,98.4948
410.7635,98.3943
412.6919,98.2414
414.6204,98.0726
416.5489,97.9293
418.4773,97.8378
420.4058,97.7915
422.3343,97.7585
424.2627,97.7097
426.1912,97.6378
428.1197,97.5544
430.0481,97.4763
431.9766,97.4132
433.9051,97.3601
435.8335,97.2999
437.7620,97.2149
439.6905,97.1
441.6189,96.9666
443.5474,96.8333
445.4759,96.7098
447.4043,96.5879
449.3328,96.4476
451.2613,96.275
453.1897,96.0803
455.1182,95.9054
457.0467,95.8117
458.9751,95.847
460.9036,96.0131
462.8321,96.2648
464.7605,96.5382
466.6890,96.7809
468.6175,96.9669
470.5459,97.0968
472.4744,97.1895
474.4029,97.2672
476.3313,97.3429
478.2598,97.4166
480.1883,97.4806
482.1167,97.5267
484.0452,97.552
485.9737,97.5592
487.9021,97.5551
489.8306,97.5455
491.7591,97.532
493.6875,97.5104
495.6160,97.4739
497.5445,97.4181
499.4729,97.3463
501.4014,97.2713
503.3299,97.2108
505.2583,97.1779
507.1868,97.173
509.1153,97.1821
511.0437,97.1835
512.9722,97.159
514.9007,97.1017
516.8292,97.0189
518.7576,96.9279
520.6861,96.8468
522.6146,96.7862
524.5430,96.7476
526.4715,96.726
528.4000,96.7159
530.3284,96.7145
532.2569,96.7213
534.1854,96.7369
536.1138,96.7602
538.0423,96.7883
539.9708,96.8162
541.8992,96.8391
543.8277,96.8546
545.7562,96.8645
547.6846,96.8751
549.6131,96.8953
551.5416,96.9318
553.4700,96.9842
555.3985,97.0433
557.3270,97.0934
559.2554,97.1193
561.1839,97.113
563.1124,97.0773
565.0408,97.0232
566.9693,96.9647
568.8978,96.912
570.8262,96.8694
572.7547,96.8363
574.6832,96.8101
576.6116,96.789
578.5401,96.773
580.4686,96.7621
582.3970,96.7558
584.3255,96.7522
586.2540,96.7492
588.1824,96.7458
590.1109,96.7425
592.0394,96.74
