TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,95.7363
401.1211,96.3206
403.0496,97.0595
404.9781,97.7692
406.9065,98.3143
408.8350,98.6118
410.7635,98.6254
412.6919,98.3704
414.6204,97.9292
416.5489,97.4523
418.4773,97.114
420.4058,97.0192
422.3343,97.1438
424.2627,97.3764
426.1912,97.6085
428.1197,97.7834
430.0481,97.8932
431.9766,97.9536
433.9051,97.9802
435.8335,97.9782
437.7620,97.9486
439.6905,97.9019
441.6189,97.8608
443.5474,97.844
445.4759,97.8419
447.4043,97.8104
449.3328,97.6956
451.2613,97.4759
453.1897,97.1946
455.1182,96.9609
457.0467,96.9032
458.9751,97.0893
460.9036,97.4712
462.8321,97.9133
464.7605,98.2784
466.6890,98.4999
468.6175,98.6005
470.5459,98.6616
472.4744,98.7633
474.4029,98.9319
476.3313,99.1311
478.2598,99.3006
480.1883,99.4006
482.1167,99.4311
484.0452,99.4217
485.9737,99.4076
487.9021,99.4092
489.8306,99.4247
491.7591,99.4366
493.6875,99.4231
495.6160,99.3693
497.5445,99.2742
499.4729,99.1541
501.4014,99.0385
503.3299,98.9571
505.2583,98.922
507.1868,98.9173
509.1153,98.9064
511.0437,98.8539
512.9722,98.7472
514.9007,98.6061
516.8292,98.4735
518.7576,98.392
520.6861,98.3809
522.6146,98.4292
524.5430,98.5066
526.4715,98.5839
528.4000,98.6456
530.3284,98.6917
532.2569,98.7289
534.1854,98.7614
536.1138,98.7872
538.0423,98.8001
539.9708,98.7953
541.8992,98.7747
543.8277,98.7494
545.7562,98.7371
547.6846,98.7568
549.6131,98.8211
551.5416,98.9301
553.4700,99.0687
555.3985,99.2098
557.3270,99.3233
559.2554,99.3861
561.1839,99.3891
563.1124,99.3393
565.0408,99.2538
566.9693,99.1517
568.8978,99.0471
570.8262,98.9469
572.7547,98.8541
574.6832,98.7723
576.6116,98.7082
578.5401,98.6689
580.4686,98.6553
582.3970,98.6583
584.3255,98.6606
586.2540,98.6454
588.1824,98.6068
590.1109,98.5524
