TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,50.6882
401.1211,54.3016
403.0496,57.4495
404.9781,59.8513
406.9065,61.4751
408.8350,62.4445
410.7635,62.9741
412.6919,63.3353
414.6204,63.8116
416.5489,64.6114
418.4773,65.7599
420.4058,67.0777
422.3343,68.316
424.2627,69.3352
426.1912,70.1578
428.1197,70.9011
430.0481,71.6836
431.9766,72.5595
433.9051,73.4948
435.8335,74.3927
437.7620,75.1576
439.6905,75.76
441.6189,76.2573
443.5474,76.7606
445.4759,77.366
447.4043,78.097
449.3328,78.8912
451.2613,79.6388
453.1897,80.2449
455.1182,80.686
457.0467,81.0347
458.9751,81.4255
460.9036,81.9684
462.8321,82.6775
464.7605,83.4707
466.6890,84.2276
468.6175,84.8553
470.5459,85.3285
472.4744,85.6936
474.4029,86.0377
476.3313,86.4472
478.2598,86.9814
480.1883,87.6647
482.1167,88.4803
484.0452,89.3589
485.9737,90.179
487.9021,90.8004
489.8306,91.1259
491.7591,91.1541
493.6875,90.9883
495.6160,90.7942
497.5445,90.7281
499.4729,90.8702
501.4014,91.1912
503.3299,91.5712
505.2583,91.8631
507.1868,91.9654
509.1153,91.8622
511.0437,91.6157
512.9722,91.3273
514.9007,91.093
516.8292,90.9697
518.7576,90.9611
520.6861,91.0269
522.6146,91.1066
524.5430,91.1484
526.4715,91.1281
528.4000,91.0542
530.3284,90.9595
532.2569,90.8847
534.1854,90.8592
536.1138,90.8892
538.0423,90.9568
539.9708,91.0316
541.8992,91.0886
543.8277,91.1219
545.7562,91.147
547.6846,91.1903
549.6131,91.2729
551.5416,91.4001
553.4700,91.5611
555.3985,91.7369
557.3270,91.9115
559.2554,92.0757
561.1839,92.2259
563.1124,92.3577
565.0408,92.4626
566.9693,92.5302
568.8978,92.555
570.8262,92.5445
572.7547,92.5217
574.6832,92.5185
576.6116,92.5615
578.5401,92.6558
580.4686,92.7788
582.3970,92.889
584.3255,92.9492
586.2540,92.9505
588.1824,92.92
590.1109,92.907
592.0394,92.9534
