TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,93.9212
401.1211,94.5127
403.0496,95.1686
404.9781,95.7253
406.9065,96.0982
408.8350,96.2626
410.7635,96.2249
412.6919,96.0091
414.6204,95.6628
416.5489,95.2699
418.4773,94.9425
420.4058,94.772
422.3343,94.7782
424.2627,94.9114
426.1912,95.0997
428.1197,95.2868
430.0481,95.439
431.9766,95.5376
433.9051,95.571
435.8335,95.5368
437.7620,95.4487
439.6905,95.3399
441.6189,95.2516
443.5474,95.2072
445.4759,95.1896
447.4043,95.1415
449.3328,94.9989
451.2613,94.7351
453.1897,94.3936
455.1182,94.0883
457.0467,93.9569
458.9751,94.0806
460.9036,94.4247
462.8321,94.8615
464.7605,95.2538
466.6890,95.5279
468.6175,95.6948
470.5459,95.823
472.4744,95.9821
474.4029,96.1926
476.3313,96.416
478.2598,96.5906
480.1883,96.674
482.1167,96.6651
484.0452,96.5974
485.9737,96.5183
487.9021,96.4653
489.8306,96.452
491.7591,96.4667
493.6875,96.482
495.6160,96.4686
497.5445,96.4094
499.4729,96.3092
501.4014,96.1945
503.3299,96.0996
505.2583,96.0455
507.1868,96.025
509.1153,96.0062
511.0437,95.9541
512.9722,95.8523
514.9007,95.7145
516.8292,95.5768
518.7576,95.4773
520.6861,95.4358
522.6146,95.447
524.5430,95.4902
526.4715,95.5446
528.4000,95.5989
530.3284,95.6506
532.2569,95.6993
534.1854,95.7422
536.1138,95.7733
538.0423,95.7878
539.9708,95.7854
541.8992,95.7725
543.8277,95.7605
545.7562,95.763
547.6846,95.7926
549.6131,95.8563
551.5416,95.9523
553.4700,96.0688
555.3985,96.1855
557.3270,96.2796
559.2554,96.3329
561.1839,96.3369
563.1124,96.294
565.0408,96.2134
566.9693,96.1074
568.8978,95.9875
570.8262,95.8642
572.7547,95.7487
574.6832,95.6531
576.6116,95.588
578.5401,95.5574
580.4686,95.555
582.3970,95.5646
584.3255,95.5671
586.2540,95.5496
588.1824,95.5118
590.1109,95.4644
592.0394,95.4213
