TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,102.174
401.1211,102.181
403.0496,102.321
404.9781,102.509
406.9065,102.672
408.8350,102.753
410.7635,102.711
412.6919,102.529
414.6204,102.229
416.5489,101.877
418.4773,101.57
420.4058,101.386
422.3343,101.339
424.2627,101.383
426.1912,101.46
428.1197,101.53
430.0481,101.57
431.9766,101.577
433.9051,101.556
435.8335,101.518
437.7620,101.477
439.6905,101.444
441.6189,101.416
443.5474,101.371
445.4759,101.27
447.4043,101.076
449.3328,100.777
451.2613,100.401
453.1897,100.02
455.1182,99.7329
457.0467,99.6287
458.9751,99.7343
460.9036,99.9913
462.8321,100.292
464.7605,100.543
466.6890,100.711
468.6175,100.826
470.5459,100.944
472.4744,101.106
474.4029,101.299
476.3313,101.471
478.2598,101.565
480.1883,101.56
482.1167,101.477
484.0452,101.366
485.9737,101.276
487.9021,101.231
489.8306,101.223
491.7591,101.224
493.6875,101.204
495.6160,101.145
497.5445,101.05
499.4729,100.939
501.4014,100.838
503.3299,100.769
505.2583,100.738
507.1868,100.727
509.1153,100.711
511.0437,100.667
512.9722,100.588
514.9007,100.489
516.8292,100.395
518.7576,100.327
520.6861,100.295
522.6146,100.292
524.5430,100.307
526.4715,100.334
528.4000,100.369
530.3284,100.413
532.2569,100.463
534.1854,100.509
536.1138,100.541
538.0423,100.555
539.9708,100.554
541.8992,100.548
543.8277,100.547
545.7562,100.56
547.6846,100.591
549.6131,100.641
551.5416,100.707
553.4700,100.782
555.3985,100.856
557.3270,100.917
559.2554,100.952
561.1839,100.953
563.1124,100.918
565.0408,100.85
566.9693,100.76
568.8978,100.661
570.8262,100.566
572.7547,100.485
574.6832,100.426
576.6116,100.392
578.5401,100.383
580.4686,100.393
582.3970,100.41
584.3255,100.424
586.2540,100.426
588.1824,100.415
590.1109,100.393
592.0394,100.37
593.9678,100.353
595.8963,100.346
597.8248,100.352
599.7532,100.372
601.6817,100.404
603.6102,100.443
605.5386,100.48
607.4671,100.504
609.3956,100.507
611.3240,100.488
