TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,106.729
401.1211,105.167
403.0496,104.132
404.9781,103.654
406.9065,103.629
408.8350,103.885
410.7635,104.216
412.6919,104.415
414.6204,104.337
416.5489,103.971
418.4773,103.48
420.4058,103.118
422.3343,103.051
424.2627,103.259
426.1912,103.593
428.1197,103.891
430.0481,104.045
431.9766,104.026
433.9051,103.879
435.8335,103.691
437.7620,103.543
439.6905,103.476
441.6189,103.469
443.5474,103.45
445.4759,103.328
447.4043,103.035
449.3328,102.56
451.2613,101.97
453.1897,101.395
455.1182,100.992
457.0467,100.878
458.9751,101.057
460.9036,101.416
462.8321,101.79
464.7605,102.063
466.6890,102.206
468.6175,102.272
470.5459,102.342
472.4744,102.476
474.4029,102.668
476.3313,102.855
478.2598,102.944
480.1883,102.862
482.1167,102.589
484.0452,102.176
485.9737,101.737
487.9021,101.405
489.8306,101.269
491.7591,101.33
493.6875,101.496
495.6160,101.631
497.5445,101.62
499.4729,101.432
501.4014,101.129
503.3299,100.832
505.2583,100.652
507.1868,100.628
509.1153,100.714
511.0437,100.822
512.9722,100.874
514.9007,100.838
516.8292,100.736
518.7576,100.623
520.6861,100.55
522.6146,100.544
524.5430,100.601
526.4715,100.701
528.4000,100.816
530.3284,100.923
532.2569,101.003
534.1854,101.049
536.1138,101.064
538.0423,101.056
539.9708,101.04
541.8992,101.025
543.8277,101.018
545.7562,101.02
547.6846,101.036
549.6131,101.069
551.5416,101.125
553.4700,101.196
555.3985,101.263
557.3270,101.297
559.2554,101.274
561.1839,101.183
563.1124,101.037
565.0408,100.865
566.9693,100.699
568.8978,100.561
570.8262,100.453
572.7547,100.364
574.6832,100.276
576.6116,100.186
578.5401,100.101
580.4686,100.039
582.3970,100.01
584.3255,100.012
586.2540,100.026
588.1824,100.027
590.1109,99.9965
592.0394,99.9367
593.9678,99.8662
595.8963,99.8115
597.8248,99.7947
599.7532,99.8249
601.6817,99.8965
603.6102,99.9909
605.5386,100.081
607.4671,100.139
609.3956,100.146
