TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,93.8883
401.1211,94.5466
403.0496,95.346
404.9781,96.0823
406.9065,96.6088
408.8350,96.8542
410.7635,96.8169
412.6919,96.5557
414.6204,96.1833
416.5489,95.8487
418.4773,95.6878
420.4058,95.7538
422.3343,95.9909
424.2627,96.2881
426.1912,96.5531
428.1197,96.7427
430.0481,96.8539
431.9766,96.9025
433.9051,96.9075
435.8335,96.883
437.7620,96.8398
439.6905,96.7902
441.6189,96.7483
443.5474,96.7189
445.4759,96.6855
447.4043,96.6105
449.3328,96.456
451.2613,96.214
453.1897,95.928
455.1182,95.6925
457.0467,95.6152
458.9751,95.7538
460.9036,96.0714
462.8321,96.4591
464.7605,96.8039
466.6890,97.0474
468.6175,97.202
470.5459,97.3283
472.4744,97.4888
474.4029,97.7043
476.3313,97.9447
478.2598,98.1569
480.1883,98.3016
482.1167,98.3734
484.0452,98.3957
485.9737,98.4018
487.9021,98.4145
489.8306,98.4351
491.7591,98.4469
493.6875,98.429
495.6160,98.37
497.5445,98.2765
499.4729,98.1733
501.4014,98.0927
503.3299,98.0573
505.2583,98.065
507.1868,98.0865
509.1153,98.081
511.0437,98.0193
512.9722,97.902
514.9007,97.7609
516.8292,97.6438
518.7576,97.5905
520.6861,97.6125
522.6146,97.6914
524.5430,97.7934
526.4715,97.8885
528.4000,97.9621
530.3284,98.0132
532.2569,98.0476
534.1854,98.0703
536.1138,98.083
538.0423,98.0857
539.9708,98.0785
541.8992,98.0639
543.8277,98.0478
545.7562,98.0406
547.6846,98.0564
549.6131,98.1085
551.5416,98.2024
553.4700,98.3296
555.3985,98.4664
557.3270,98.5822
559.2554,98.6514
561.1839,98.6636
563.1124,98.6256
565.0408,98.5546
566.9693,98.4677
568.8978,98.3753
570.8262,98.2812
572.7547,98.1881
574.6832,98.1032
576.6116,98.0384
578.5401,98.004
580.4686,98.0015
582.3970,98.0189
584.3255,98.035
586.2540,98.0311
588.1824,98.001
590.1109,97.955
592.0394,97.9134
593.9678,97.8943
