TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,94.6762
401.1211,95.2966
403.0496,96.0402
404.9781,96.7116
406.9065,97.1794
408.8350,97.3757
410.7635,97.2839
412.6919,96.9406
414.6204,96.4451
416.5489,95.9553
418.4773,95.6364
420.4058,95.5713
422.3343,95.7152
424.2627,95.9501
426.1912,96.1743
428.1197,96.3421
430.0481,96.4521
431.9766,96.5179
433.9051,96.5466
435.8335,96.5341
437.7620,96.4763
439.6905,96.3836
441.6189,96.2813
443.5474,96.1914
445.4759,96.1114
447.4043,96.0108
449.3328,95.8545
451.2613,95.6357
453.1897,95.3979
455.1182,95.2297
457.0467,95.2235
458.9751,95.4151
460.9036,95.7509
462.8321,96.1203
464.7605,96.4244
466.6890,96.6269
468.6175,96.7597
470.5459,96.8913
472.4744,97.0762
474.4029,97.3157
476.3313,97.5602
478.2598,97.748
480.1883,97.8446
482.1167,97.8582
484.0452,97.8278
485.9737,97.798
487.9021,97.7943
489.8306,97.8134
491.7591,97.8294
493.6875,97.8113
495.6160,97.7401
497.5445,97.62
499.4729,97.4786
501.4014,97.356
503.3299,97.2843
505.2583,97.2689
507.1868,97.2838
509.1153,97.2866
511.0437,97.2431
512.9722,97.1464
514.9007,97.0195
516.8292,96.902
518.7576,96.8281
520.6861,96.8108
522.6146,96.8406
524.5430,96.8969
526.4715,96.9622
528.4000,97.0273
530.3284,97.089
532.2569,97.145
534.1854,97.1909
536.1138,97.2216
538.0423,97.2335
539.9708,97.2262
541.8992,97.2041
543.8277,97.1768
545.7562,97.1597
547.6846,97.1718
549.6131,97.2293
551.5416,97.3368
553.4700,97.4814
555.3985,97.6336
557.3270,97.7581
559.2554,97.8276
561.1839,97.8331
563.1124,97.7843
565.0408,97.7017
566.9693,97.6054
568.8978,97.5074
570.8262,97.4115
572.7547,97.3187
574.6832,97.2334
576.6116,97.165
578.5401,97.1236
580.4686,97.1123
582.3970,97.1222
584.3255,97.1352
586.2540,97.1328
588.1824,97.1066
590.1109,97.0623
592.0394,97.0149
