TITLE SAMPLE NAME:,Polypropylene (medicine containers-plastics caps-containers-makeup packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.7359
401.1211,98.8258
403.0496,98.9333
404.9781,99.0395
406.9065,99.1366
408.8350,99.2139
410.7635,99.2512
412.6919,99.2252
414.6204,99.1229
416.5489,98.9551
418.4773,98.7596
420.4058,98.5819
422.3343,98.4463
424.2627,98.3472
426.1912,98.2651
428.1197,98.1857
430.0481,98.1059
431.9766,98.0308
433.9051,97.9658
435.8335,97.9095
437.7620,97.8532
439.6905,97.7858
441.6189,97.7012
443.5474,97.5997
445.4759,97.4832
447.4043,97.3485
449.3328,97.1874
451.2613,96.997
453.1897,96.7931
455.1182,96.618
457.0467,96.5297
458.9751,96.5699
460.9036,96.7343
462.8321,96.9732
464.7605,97.2231
466.6890,97.4371
468.6175,97.5985
470.5459,97.7163
472.4744,97.8101
474.4029,97.8933
476.3313,97.966
478.2598,98.0205
480.1883,98.0516
482.1167,98.0608
484.0452,98.055
485.9737,98.0411
487.9021,98.0231
489.8306,98.0031
491.7591,97.9836
493.6875,97.9676
495.6160,97.9564
497.5445,97.9467
499.4729,97.9319
501.4014,97.9058
503.3299,97.8679
505.2583,97.824
507.1868,97.7818
509.1153,97.7449
511.0437,97.7105
512.9722,97.6723
514.9007,97.6249
516.8292,97.5686
518.7576,97.5083
520.6861,97.4509
522.6146,97.4011
524.5430,97.3604
526.4715,97.3291
528.4000,97.3077
530.3284,97.2969
532.2569,97.2962
534.1854,97.3031
536.1138,97.3141
538.0423,97.326
539.9708,97.337
541.8992,97.3456
543.8277,97.3508
545.7562,97.3518
547.6846,97.3504
549.6131,97.3526
551.5416,97.3664
553.4700,97.3973
555.3985,97.4423
557.3270,97.4888
559.2554,97.5195
561.1839,97.5213
563.1124,97.4921
565.0408,97.4411
566.9693,97.3827
568.8978,97.3297
570.8262,97.2887
572.7547,97.2604
574.6832,97.2423
576.6116,97.2318
578.5401,97.2265
580.4686,97.2238
582.3970,97.2204
584.3255,97.2137
586.2540,97.2033
588.1824,97.1908
590.1109,97.1789
592.0394,97.1689
