TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,93.0315
400.1569,93.9333
401.1211,94.9436
402.0854,95.8876
403.0496,96.6823
404.0138,97.3054
404.9781,97.763
405.9423,98.0673
406.9065,98.2263
407.8708,98.2476
408.8350,98.1521
409.7992,97.9864
410.7635,97.8176
411.7277,97.7023
412.6919,97.6467
413.6562,97.5922
414.6204,97.4418
415.5846,97.1071
416.5489,96.5636
417.5131,95.9101
418.4773,95.3812
419.4416,95.2115
420.4058,95.4325
421.3700,95.8761
422.3343,96.353
423.2985,96.7596
424.2627,97.0716
425.2270,97.3018
426.1912,97.47
427.1554,97.5916
428.1197,97.6779
429.0839,97.7391
430.0481,97.7825
431.0124,97.8095
431.9766,97.8175
432.9408,97.8107
433.9051,97.8103
434.8693,97.8512
435.8335,97.9583
436.7978,98.1191
437.7620,98.275
438.7262,98.3456
439.6905,98.269
440.6547,98.0367
441.6189,97.7051
442.5832,97.3789
443.5474,97.1674
444.5116,97.1331
445.4759,97.2649
446.4401,97.4907
447.4043,97.7146
448.3686,97.8559
449.3328,97.8742
450.2970,97.7769
451.2613,97.6054
452.2255,97.4043
453.1897,97.1917
454.1540,96.9532
455.1182,96.6657
456.0824,96.3377
457.0467,96.0374
458.0109,95.8769
458.9751,95.9429
459.9394,96.2339
460.9036,96.6661
461.8678,97.1339
462.8321,97.5644
463.7963,97.9333
464.7605,98.2509
465.7248,98.5313
466.6890,98.7662
467.6532,98.9211
468.6175,98.9573
469.5817,98.8645
470.5459,98.6833
471.5102,98.5006
472.4744,98.411
473.4386,98.4636
474.4029,98.6369
475.3671,98.8649
476.3313,99.083
477.2956,99.2558
478.2598,99.3748
479.2240,99.4412
480.1883,99.4524
481.1525,99.4054
482.1167,99.3105
483.0810,99.2026
484.0452,99.1315
485.0094,99.1347
485.9737,99.2107
486.9379,99.3188
487.9021,99.4046
488.8664,99.4313
489.8306,99.3976
490.7948,99.3349
491.7591,99.2885
492.7233,99.2941
493.6875,99.361
494.6518,99.4701
495.6160,99.5838
496.5802,99.6597
