TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,99.676
400.1569,100.02
401.1211,100.447
402.0854,100.828
403.0496,101.102
404.0138,101.247
404.9781,101.271
405.9423,101.201
406.9065,101.079
407.8708,100.96
408.8350,100.893
409.7992,100.913
410.7635,101.023
411.7277,101.194
412.6919,101.374
413.6562,101.51
414.6204,101.564
415.5846,101.516
416.5489,101.364
417.5131,101.135
418.4773,100.902
419.4416,100.749
420.4058,100.707
421.3700,100.73
422.3343,100.759
423.2985,100.762
424.2627,100.743
425.2270,100.731
426.1912,100.756
427.1554,100.827
428.1197,100.923
429.0839,101.003
430.0481,101.031
431.0124,100.998
431.9766,100.927
432.9408,100.868
433.9051,100.867
434.8693,100.941
435.8335,101.067
436.7978,101.202
437.7620,101.31
438.7262,101.381
439.6905,101.433
440.6547,101.484
441.6189,101.54
442.5832,101.589
443.5474,101.615
444.5116,101.622
445.4759,101.635
446.4401,101.686
447.4043,101.786
448.3686,101.918
449.3328,102.044
450.2970,102.124
451.2613,102.137
452.2255,102.085
453.1897,101.988
454.1540,101.869
455.1182,101.752
456.0824,101.66
457.0467,101.627
458.0109,101.678
458.9751,101.815
459.9394,102.002
460.9036,102.189
461.8678,102.337
462.8321,102.433
463.7963,102.487
464.7605,102.52
465.7248,102.544
466.6890,102.557
467.6532,102.541
468.6175,102.488
469.5817,102.406
470.5459,102.331
471.5102,102.31
472.4744,102.367
473.4386,102.487
474.4029,102.616
475.3671,102.696
476.3313,102.699
477.2956,102.632
478.2598,102.526
479.2240,102.42
480.1883,102.335
481.1525,102.273
482.1167,102.222
483.0810,102.17
484.0452,102.115
485.0094,102.065
485.9737,102.028
486.9379,102.008
487.9021,101.998
488.8664,101.994
489.8306,101.994
490.7948,101.997
491.7591,101.999
492.7233,101.992
493.6875,101.962
494.6518,101.905
495.6160,101.824
496.5802,101.733
497.5445,101.643
498.5087,101.559
499.4729,101.476
500.4372,101.388
501.4014,101.294
502.3656,101.199
503.3299,101.112
504.2941,101.033
505.2583,100.961
506.2226,100.896
