TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,85.8433
400.1569,86.2467
401.1211,86.6567
402.0854,87.03
403.0496,87.3365
404.0138,87.5716
404.9781,87.7602
405.9423,87.9447
406.9065,88.1585
407.8708,88.4026
408.8350,88.6426
409.7992,88.8255
410.7635,88.9023
411.7277,88.8446
412.6919,88.6508
413.6562,88.3401
414.6204,87.9453
415.5846,87.5168
416.5489,87.14
417.5131,86.9394
418.4773,87.0192
419.4416,87.3475
420.4058,87.7463
421.3700,88.0478
422.3343,88.2021
423.2985,88.2464
424.2627,88.2376
425.2270,88.2106
426.1912,88.1674
427.1554,88.0896
428.1197,87.9612
429.0839,87.7856
430.0481,87.5867
431.0124,87.3984
431.9766,87.2535
432.9408,87.1758
433.9051,87.1771
434.8693,87.2559
435.8335,87.3944
436.7978,87.5615
437.7620,87.7253
438.7262,87.8685
439.6905,87.9954
440.6547,88.1233
441.6189,88.2671
442.5832,88.4278
443.5474,88.5945
444.5116,88.76
445.4759,88.9315
446.4401,89.1253
447.4043,89.3496
448.3686,89.5923
449.3328,89.823
450.2970,90.0078
451.2613,90.1256
452.2255,90.1739
453.1897,90.1628
454.1540,90.1042
455.1182,90.0093
456.0824,89.8961
457.0467,89.7962
458.0109,89.7481
458.9751,89.7762
459.9394,89.873
460.9036,90.008
461.8678,90.1481
462.8321,90.2703
463.7963,90.3594
464.7605,90.4007
465.7248,90.3783
466.6890,90.2837
467.6532,90.1267
468.6175,89.9394
469.5817,89.7691
470.5459,89.6633
471.5102,89.651
472.4744,89.7299
473.4386,89.8699
474.4029,90.033
475.3671,90.194
476.3313,90.3435
477.2956,90.4791
478.2598,90.5953
479.2240,90.6806
480.1883,90.7233
481.1525,90.7197
482.1167,90.6785
483.0810,90.6198
484.0452,90.5657
485.0094,90.5288
485.9737,90.5054
486.9379,90.4782
487.9021,90.4282
488.8664,90.3486
489.8306,90.252
490.7948,90.1679
491.7591,90.128
492.7233,90.1461
493.6875,90.2053
494.6518,90.2615
495.6160,90.2637
496.5802,90.1755
