TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,82.9026
401.1211,82.8833
403.0496,83.0003
404.9781,83.2027
406.9065,83.412
408.8350,83.5369
410.7635,83.4806
412.6919,83.167
414.6204,82.598
416.5489,81.9083
418.4773,81.3451
420.4058,81.1332
422.3343,81.3332
424.2627,81.8335
426.1912,82.4588
428.1197,83.0714
430.0481,83.6067
431.9766,84.0638
433.9051,84.4786
435.8335,84.896
437.7620,85.3479
439.6905,85.8404
441.6189,86.3483
443.5474,86.8209
445.4759,87.2027
447.4043,87.4632
449.3328,87.6133
451.2613,87.6956
453.1897,87.7599
455.1182,87.8375
457.0467,87.9274
458.9751,88.0007
460.9036,88.0229
462.8321,87.981
464.7605,87.8953
466.6890,87.8135
468.6175,87.7924
470.5459,87.8679
472.4744,88.0283
474.4029,88.212
476.3313,88.3424
478.2598,88.3751
480.1883,88.3209
482.1167,88.2301
484.0452,88.1568
485.9737,88.1249
487.9021,88.1154
489.8306,88.0808
491.7591,87.9738
493.6875,87.7712
495.6160,87.4835
497.5445,87.1496
499.4729,86.822
501.4014,86.5461
503.3299,86.338
505.2583,86.1712
507.1868,85.9863
509.1153,85.7205
511.0437,85.3405
512.9722,84.8586
514.9007,84.3251
516.8292,83.8017
518.7576,83.3332
520.6861,82.9318
522.6146,82.5816
524.5430,82.2557
526.4715,81.9336
528.4000,81.6075
530.3284,81.2806
532.2569,80.9621
534.1854,80.664
536.1138,80.3993
538.0423,80.1815
539.9708,80.0228
541.8992,79.9322
543.8277,79.9155
545.7562,79.9753
547.6846,80.1121
549.6131,80.3234
551.5416,80.6027
553.4700,80.9384
555.3985,81.3155
557.3270,81.7198
559.2554,82.1435
561.1839,82.5852
563.1124,83.0457
565.0408,83.5192
566.9693,83.9873
568.8978,84.4238
570.8262,84.8079
572.7547,85.138
574.6832,85.4363
576.6116,85.7378
578.5401,86.0701
580.4686,86.4362
582.3970,86.8116
584.3255,87.159
586.2540,87.4505
588.1824,87.6843
590.1109,87.8857
592.0394,88.0931
593.9678,88.3376
