TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,84.4122
401.1211,84.9047
403.0496,85.3889
404.9781,85.8089
406.9065,86.1287
408.8350,86.3238
410.7635,86.3722
412.6919,86.2521
414.6204,85.955
416.5489,85.5105
418.4773,85.0038
420.4058,84.5555
422.3343,84.2664
424.2627,84.1789
426.1912,84.2859
428.1197,84.5608
430.0481,84.9755
431.9766,85.5006
433.9051,86.0997
435.8335,86.7306
437.7620,87.3577
439.6905,87.9632
441.6189,88.5441
443.5474,89.0961
445.4759,89.5987
447.4043,90.0176
449.3328,90.3242
451.2613,90.5166
453.1897,90.6278
455.1182,90.7145
457.0467,90.8284
458.9751,90.9842
460.9036,91.1494
462.8321,91.2671
464.7605,91.2939
466.6890,91.2233
468.6175,91.0824
470.5459,90.9109
472.4744,90.735
474.4029,90.5549
476.3313,90.3546
478.2598,90.1225
480.1883,89.866
482.1167,89.6093
484.0452,89.3817
485.9737,89.205
487.9021,89.0885
489.8306,89.0296
491.7591,89.0178
493.6875,89.0362
495.6160,89.0628
497.5445,89.0742
499.4729,89.053
501.4014,88.9945
503.3299,88.9064
505.2583,88.8014
507.1868,88.6873
509.1153,88.562
511.0437,88.4187
512.9722,88.2549
514.9007,88.0788
516.8292,87.908
518.7576,87.7602
520.6861,87.6439
522.6146,87.5539
524.5430,87.4751
526.4715,87.3896
528.4000,87.2834
530.3284,87.1486
532.2569,86.9838
534.1854,86.7933
536.1138,86.5866
538.0423,86.3765
539.9708,86.177
541.8992,85.9996
543.8277,85.852
545.7562,85.7383
547.6846,85.6607
549.6131,85.6189
551.5416,85.6084
553.4700,85.6157
555.3985,85.6183
557.3270,85.5883
559.2554,85.5011
561.1839,85.3439
563.1124,85.1188
565.0408,84.8387
566.9693,84.5207
568.8978,84.1786
570.8262,83.8201
572.7547,83.4463
574.6832,83.0544
576.6116,82.6398
578.5401,82.1975
580.4686,81.7227
582.3970,81.2115
584.3255,80.6594
586.2540,80.0579
588.1824,79.3899
590.1109,78.6238
592.0394,77.7136
593.9678,76.6069
