TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,82.214
401.1211,82.7767
403.0496,83.3706
404.9781,83.9557
406.9065,84.4905
408.8350,84.9177
410.7635,85.1651
412.6919,85.1677
414.6204,84.9069
416.5489,84.4467
418.4773,83.9323
420.4058,83.5286
422.3343,83.3364
424.2627,83.367
426.1912,83.5828
428.1197,83.9478
430.0481,84.4429
431.9766,85.0531
433.9051,85.7472
435.8335,86.4743
437.7620,87.1833
439.6905,87.8487
441.6189,88.4764
443.5474,89.081
445.4759,89.6553
447.4043,90.1593
449.3328,90.5403
451.2613,90.7682
453.1897,90.8628
455.1182,90.8936
457.0467,90.9498
458.9751,91.0869
460.9036,91.2894
462.8321,91.4813
464.7605,91.5779
466.6890,91.5355
468.6175,91.3714
470.5459,91.1491
472.4744,90.9374
474.4029,90.7703
476.3313,90.6338
478.2598,90.4882
480.1883,90.3013
482.1167,90.0709
484.0452,89.8252
485.9737,89.6089
487.9021,89.4634
489.8306,89.4097
491.7591,89.4402
493.6875,89.5209
495.6160,89.6041
497.5445,89.646
499.4729,89.6244
501.4014,89.5465
503.3299,89.4416
505.2583,89.3409
507.1868,89.257
509.1153,89.1776
511.0437,89.0776
512.9722,88.9383
514.9007,88.7621
516.8292,88.5738
518.7576,88.4073
520.6861,88.2883
522.6146,88.2211
524.5430,88.1882
526.4715,88.1597
528.4000,88.1051
530.3284,88.0033
532.2569,87.8479
534.1854,87.6479
536.1138,87.4232
538.0423,87.1975
539.9708,86.9903
541.8992,86.8121
543.8277,86.6649
545.7562,86.5473
547.6846,86.4593
549.6131,86.4035
551.5416,86.3803
553.4700,86.3796
555.3985,86.3776
557.3270,86.3409
559.2554,86.2389
561.1839,86.056
563.1124,85.7976
565.0408,85.4841
566.9693,85.1398
568.8978,84.7811
570.8262,84.4122
572.7547,84.0279
574.6832,83.621
576.6116,83.1874
578.5401,82.7273
580.4686,82.2418
582.3970,81.728
584.3255,81.1757
586.2540,80.5675
588.1824,79.8778
590.1109,79.0734
592.0394,78.1137
593.9678,76.9567
