TITLE SAMPLE NAME:,Polyvinyl Chloride (pipe pieces)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,86.9158
401.1211,87.4158
403.0496,87.9012
404.9781,88.4437
406.9065,89.046
408.8350,89.6315
410.7635,90.0638
412.6919,90.206
414.6204,90.0115
416.5489,89.6018
418.4773,89.2461
420.4058,89.2052
422.3343,89.5637
424.2627,90.2164
426.1912,90.9859
428.1197,91.732
430.0481,92.389
431.9766,92.9536
433.9051,93.4594
435.8335,93.9535
437.7620,94.4781
439.6905,95.0526
441.6189,95.6569
443.5474,96.2282
445.4759,96.6871
447.4043,96.9842
449.3328,97.1326
451.2613,97.2006
453.1897,97.2733
455.1182,97.4083
457.0467,97.6068
458.9751,97.8159
460.9036,97.9672
462.8321,98.0236
464.7605,97.9993
466.6890,97.9446
468.6175,97.9138
470.5459,97.932
472.4744,97.9753
474.4029,97.984
476.3313,97.9057
478.2598,97.7353
480.1883,97.522
482.1167,97.3415
484.0452,97.2533
485.9737,97.2711
487.9021,97.3588
489.8306,97.4561
491.7591,97.5118
493.6875,97.5067
495.6160,97.4559
497.5445,97.3975
499.4729,97.3752
501.4014,97.4177
503.3299,97.521
505.2583,97.6431
507.1868,97.7202
509.1153,97.7002
511.0437,97.5732
512.9722,97.3802
514.9007,97.1934
516.8292,97.0803
518.7576,97.0713
520.6861,97.1475
522.6146,97.2574
524.5430,97.3465
526.4715,97.3818
528.4000,97.3577
530.3284,97.2874
532.2569,97.1885
534.1854,97.0735
536.1138,96.9478
538.0423,96.814
539.9708,96.6783
541.8992,96.5539
543.8277,96.4589
545.7562,96.4092
547.6846,96.4119
549.6131,96.4614
551.5416,96.5416
553.4700,96.631
555.3985,96.7069
557.3270,96.7484
559.2554,96.7377
561.1839,96.662
563.1124,96.5156
565.0408,96.2996
566.9693,96.021
568.8978,95.6908
570.8262,95.3236
572.7547,94.9373
574.6832,94.5511
576.6116,94.1796
578.5401,93.8264
580.4686,93.4805
582.3970,93.119
584.3255,92.7171
586.2540,92.2568
588.1824,91.7293
590.1109,91.1282
592.0394,90.4394
593.9678,89.6376
