TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,96.8261
400.1569,97.7567
401.1211,98.6642
402.0854,99.3731
403.0496,99.8569
404.0138,100.168
404.9781,100.376
405.9423,100.519
406.9065,100.601
407.8708,100.606
408.8350,100.54
409.7992,100.442
410.7635,100.37
411.7277,100.352
412.6919,100.349
413.6562,100.27
414.6204,100.016
415.5846,99.5322
416.5489,98.8501
417.5131,98.1267
418.4773,97.6226
419.4416,97.5313
420.4058,97.8022
421.3700,98.218
422.3343,98.6015
423.2985,98.8905
424.2627,99.0971
425.2270,99.2532
426.1912,99.3815
427.1554,99.4905
428.1197,99.5828
429.0839,99.6602
430.0481,99.7209
431.0124,99.7566
431.9766,99.7569
432.9408,99.7245
433.9051,99.6862
434.8693,99.6864
435.8335,99.7606
436.7978,99.9079
437.7620,100.084
438.7262,100.228
439.6905,100.291
440.6547,100.27
441.6189,100.203
442.5832,100.162
443.5474,100.221
444.5116,100.422
445.4759,100.756
446.4401,101.168
447.4043,101.578
448.3686,101.916
449.3328,102.141
450.2970,102.25
451.2613,102.274
452.2255,102.25
453.1897,102.2
454.1540,102.128
455.1182,102.03
456.0824,101.925
457.0467,101.864
458.0109,101.911
458.9751,102.098
459.9394,102.396
460.9036,102.732
461.8678,103.026
462.8321,103.229
463.7963,103.322
464.7605,103.317
465.7248,103.245
466.6890,103.138
467.6532,103.014
468.6175,102.88
469.5817,102.744
470.5459,102.632
471.5102,102.591
472.4744,102.668
473.4386,102.868
474.4029,103.139
475.3671,103.4
476.3313,103.578
477.2956,103.646
478.2598,103.619
479.2240,103.541
480.1883,103.451
481.1525,103.373
482.1167,103.313
483.0810,103.274
484.0452,103.264
485.0094,103.284
485.9737,103.316
486.9379,103.325
487.9021,103.278
488.8664,103.161
489.8306,103.003
490.7948,102.862
491.7591,102.8
492.7233,102.853
493.6875,103.009
494.6518,103.206
495.6160,103.364
496.5802,103.411
497.5445,103.308
498.5087,103.064
499.4729,102.733
500.4372,102.4
501.4014,102.157
502.3656,102.055
503.3299,102.086
