TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,95.0113
400.1569,95.2683
401.1211,95.5332
402.0854,95.7484
403.0496,95.8937
404.0138,95.9791
404.9781,96.031
405.9423,96.0749
406.9065,96.1212
407.8708,96.1592
408.8350,96.168
409.7992,96.1368
410.7635,96.0789
411.7277,96.0286
412.6919,96.0171
413.6562,96.0486
414.6204,96.0931
415.5846,96.0995
416.5489,96.0195
417.5131,95.843
418.4773,95.633
419.4416,95.5019
420.4058,95.5145
421.3700,95.6347
422.3343,95.7781
423.2985,95.8764
424.2627,95.9002
425.2270,95.8555
426.1912,95.7717
427.1554,95.683
428.1197,95.614
429.0839,95.5748
430.0481,95.565
431.0124,95.5789
431.9766,95.6087
432.9408,95.6477
433.9051,95.6943
434.8693,95.7555
435.8335,95.8439
436.7978,95.9668
437.7620,96.1147
438.7262,96.2588
439.6905,96.3629
440.6547,96.4026
441.6189,96.3838
442.5832,96.3459
443.5474,96.3446
444.5116,96.4181
445.4759,96.5634
446.4401,96.7424
447.4043,96.9098
448.3686,97.0417
449.3328,97.1444
450.2970,97.2443
451.2613,97.364
452.2255,97.5046
453.1897,97.6432
454.1540,97.7478
455.1182,97.7973
456.0824,97.7942
457.0467,97.7654
458.0109,97.7471
458.9751,97.761
459.9394,97.7992
460.9036,97.8341
461.8678,97.8402
462.8321,97.8106
463.7963,97.761
464.7605,97.7229
465.7248,97.7273
466.6890,97.7876
467.6532,97.8911
468.6175,98.0076
469.5817,98.1055
470.5459,98.1659
471.5102,98.1883
472.4744,98.1847
473.4386,98.1685
474.4029,98.1452
475.3671,98.1155
476.3313,98.0826
477.2956,98.0566
478.2598,98.0506
479.2240,98.0725
480.1883,98.1196
481.1525,98.1798
482.1167,98.2387
483.0810,98.2858
484.0452,98.3153
485.0094,98.3233
485.9737,98.3048
486.9379,98.2567
487.9021,98.1828
488.8664,98.0965
489.8306,98.0194
490.7948,97.9737
491.7591,97.9729
492.7233,98.0149
493.6875,98.0813
494.6518,98.1432
495.6160,98.1716
496.5802,98.1475
