TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,86.3781
400.1569,87.5026
401.1211,88.634
402.0854,89.5657
403.0496,90.2247
404.0138,90.623
404.9781,90.8165
405.9423,90.8766
406.9065,90.8647
407.8708,90.8186
408.8350,90.7593
409.7992,90.7087
410.7635,90.6938
411.7277,90.7247
412.6919,90.7658
413.6562,90.7344
414.6204,90.5331
415.5846,90.099
416.5489,89.4572
417.5131,88.7706
418.4773,88.3152
419.4416,88.2845
420.4058,88.5953
421.3700,88.9903
422.3343,89.2795
423.2985,89.4253
424.2627,89.489
425.2270,89.5526
426.1912,89.6608
427.1554,89.8027
428.1197,89.9349
429.0839,90.0183
430.0481,90.0398
431.0124,90.0087
431.9766,89.9437
432.9408,89.864
433.9051,89.7923
434.8693,89.7571
435.8335,89.7838
436.7978,89.8742
437.7620,89.9953
438.7262,90.0912
439.6905,90.1142
440.6547,90.0539
441.6189,89.9491
442.5832,89.8729
443.5474,89.8973
444.5116,90.0533
445.4759,90.3165
446.4401,90.6241
447.4043,90.9051
448.3686,91.1044
449.3328,91.1933
450.2970,91.1709
451.2613,91.0571
452.2255,90.881
453.1897,90.6702
454.1540,90.448
455.1182,90.2429
456.0824,90.0993
457.0467,90.0765
458.0109,90.22
458.9751,90.5226
459.9394,90.9141
460.9036,91.2966
461.8678,91.5906
462.8321,91.7574
463.7963,91.7996
464.7605,91.7506
465.7248,91.6546
466.6890,91.544
467.6532,91.4256
468.6175,91.289
469.5817,91.1324
470.5459,90.9874
471.5102,90.9205
472.4744,90.9982
473.4386,91.237
474.4029,91.5823
475.3671,91.9422
476.3313,92.2394
477.2956,92.4418
478.2598,92.5577
479.2240,92.6114
480.1883,92.621
481.1525,92.5938
482.1167,92.5399
483.0810,92.4861
484.0452,92.4725
485.0094,92.5261
485.9737,92.6352
486.9379,92.7511
487.9021,92.8185
488.8664,92.8111
489.8306,92.7486
490.7948,92.6859
491.7591,92.6823
492.7233,92.7665
493.6875,92.9203
494.6518,93.0883
495.6160,93.2044
496.5802,93.2185
