TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,94.3378
400.1569,94.7935
401.1211,95.3387
402.0854,95.8446
403.0496,96.2394
404.0138,96.5019
404.9781,96.6479
405.9423,96.7127
406.9065,96.7299
407.8708,96.7155
408.8350,96.669
409.7992,96.5895
410.7635,96.4901
411.7277,96.3966
412.6919,96.3306
413.6562,96.2933
414.6204,96.2646
415.5846,96.2149
416.5489,96.1177
417.5131,95.9643
418.4773,95.7768
419.4416,95.6005
420.4058,95.4668
421.3700,95.3747
422.3343,95.3116
423.2985,95.2753
424.2627,95.2755
425.2270,95.3223
426.1912,95.414
427.1554,95.5324
428.1197,95.6482
429.0839,95.7313
430.0481,95.758
431.0124,95.7174
431.9766,95.6164
432.9408,95.4842
433.9051,95.3689
434.8693,95.3241
435.8335,95.3856
436.7978,95.5524
437.7620,95.7862
438.7262,96.0333
439.6905,96.2534
440.6547,96.435
441.6189,96.5909
442.5832,96.7393
443.5474,96.8833
444.5116,97.0062
445.4759,97.088
446.4401,97.1255
447.4043,97.1399
448.3686,97.1642
449.3328,97.2235
450.2970,97.3203
451.2613,97.4339
452.2255,97.5348
453.1897,97.6012
454.1540,97.628
455.1182,97.6239
456.0824,97.6052
457.0467,97.5926
458.0109,97.6103
458.9751,97.6819
459.9394,97.819
460.9036,98.0128
461.8678,98.2324
462.8321,98.4323
463.7963,98.5643
464.7605,98.5974
465.7248,98.5344
466.6890,98.4145
467.6532,98.2929
468.6175,98.2149
469.5817,98.1996
470.5459,98.242
471.5102,98.3217
472.4744,98.4135
473.4386,98.4936
474.4029,98.5431
475.3671,98.5509
476.3313,98.5188
477.2956,98.4651
478.2598,98.4218
479.2240,98.4218
480.1883,98.4804
481.1525,98.5836
482.1167,98.6925
483.0810,98.7641
484.0452,98.7753
485.0094,98.7332
485.9737,98.6653
486.9379,98.5961
487.9021,98.5339
488.8664,98.4737
489.8306,98.4114
490.7948,98.3523
491.7591,98.3103
492.7233,98.2954
493.6875,98.3038
494.6518,98.3185
495.6160,98.3202
496.5802,98.2986
