TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,93.5652
400.1569,93.9832
401.1211,94.4957
402.0854,95.0024
403.0496,95.4366
404.0138,95.7602
404.9781,95.9606
405.9423,96.0509
406.9065,96.0647
407.8708,96.0422
408.8350,96.0139
409.7992,95.9939
410.7635,95.9809
411.7277,95.9614
412.6919,95.914
413.6562,95.814
414.6204,95.6422
415.5846,95.3962
416.5489,95.1086
417.5131,94.8618
418.4773,94.7605
419.4416,94.8343
420.4058,94.9848
421.3700,95.0809
422.3343,95.0687
423.2985,94.9807
424.2627,94.8932
425.2270,94.8768
426.1912,94.9575
427.1554,95.1034
428.1197,95.2481
429.0839,95.3307
430.0481,95.3257
431.0124,95.2499
431.9766,95.1496
432.9408,95.0803
433.9051,95.0875
434.8693,95.1929
435.8335,95.3869
436.7978,95.6289
437.7620,95.8608
438.7262,96.0311
439.6905,96.1156
440.6547,96.1265
441.6189,96.106
442.5832,96.1077
443.5474,96.1719
444.5116,96.3092
445.4759,96.5029
446.4401,96.7242
447.4043,96.9442
448.3686,97.1367
449.3328,97.2765
450.2970,97.343
451.2613,97.33
452.2255,97.2535
453.1897,97.148
454.1540,97.0533
455.1182,97.0001
456.0824,97.0037
457.0467,97.0643
458.0109,97.1722
458.9751,97.3137
459.9394,97.4739
460.9036,97.635
461.8678,97.7751
462.8321,97.8709
463.7963,97.9054
464.7605,97.8794
465.7248,97.8157
466.6890,97.7492
467.6532,97.7073
468.6175,97.6965
469.5817,97.7057
470.5459,97.722
471.5102,97.7467
472.4744,97.7977
473.4386,97.892
474.4029,98.0253
475.3671,98.1685
476.3313,98.2852
477.2956,98.3524
478.2598,98.3703
479.2240,98.3583
480.1883,98.3393
481.1525,98.326
482.1167,98.3185
483.0810,98.313
484.0452,98.3133
485.0094,98.3312
485.9737,98.3733
486.9379,98.4285
487.9021,98.4676
488.8664,98.4587
489.8306,98.3869
490.7948,98.2671
491.7591,98.1402
492.7233,98.053
493.6875,98.0336
494.6518,98.0785
495.6160,98.1586
496.5802,98.2353
