TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,82.6885
400.1569,84.2981
401.1211,85.561
402.0854,86.4208
403.0496,86.9163
404.0138,87.1379
404.9781,87.2036
405.9423,87.2326
406.9065,87.3075
407.8708,87.4453
408.8350,87.5967
409.7992,87.6752
410.7635,87.5953
411.7277,87.3064
412.6919,86.8055
413.6562,86.12
414.6204,85.2775
415.5846,84.2917
416.5489,83.1802
417.5131,82.0067
418.4773,80.9034
419.4416,80.0006
420.4058,79.3136
421.3700,78.7523
422.3343,78.2388
423.2985,77.7787
424.2627,77.4496
425.2270,77.3454
426.1912,77.5132
427.1554,77.9189
428.1197,78.4629
429.0839,79.0235
430.0481,79.4913
431.0124,79.7807
431.9766,79.8278
432.9408,79.589
433.9051,79.0441
434.8693,78.2031
435.8335,77.1102
436.7978,75.8398
437.7620,74.483
438.7262,73.1383
439.6905,71.9124
440.6547,70.9251
441.6189,70.2915
442.5832,70.0694
443.5474,70.1962
444.5116,70.4796
445.4759,70.6745
446.4401,70.6035
447.4043,70.2382
448.3686,69.7031
449.3328,69.216
450.2970,68.9925
451.2613,69.1542
452.2255,69.6831
453.1897,70.4524
454.1540,71.3046
455.1182,72.1228
456.0824,72.852
457.0467,73.4722
458.0109,73.9521
458.9751,74.2286
459.9394,74.2387
460.9036,73.9743
461.8678,73.5129
462.8321,73.0115
463.7963,72.6721
464.7605,72.6807
465.7248,73.1345
466.6890,74.0005
467.6532,75.1446
468.6175,76.4114
469.5817,77.6954
470.5459,78.961
471.5102,80.215
472.4744,81.4589
473.4386,82.6625
474.4029,83.7775
475.3671,84.771
476.3313,85.6416
477.2956,86.4062
478.2598,87.076
479.2240,87.6442
480.1883,88.0947
481.1525,88.4253
482.1167,88.6644
483.0810,88.8676
484.0452,89.0903
485.0094,89.3557
485.9737,89.6417
486.9379,89.8979
487.9021,90.0783
488.8664,90.1646
489.8306,90.1717
490.7948,90.1371
491.7591,90.1027
492.7233,90.097
493.6875,90.1237
494.6518,90.1614
495.6160,90.1732
496.5802,90.121
