TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,96.8224
400.1569,97.1293
401.1211,97.2951
402.0854,97.3952
403.0496,97.5322
404.0138,97.791
404.9781,98.2014
405.9423,98.7059
406.9065,99.1654
407.8708,99.4266
408.8350,99.4191
409.7992,99.209
410.7635,98.9637
411.7277,98.8414
412.6919,98.8825
413.6562,98.9873
414.6204,98.9879
415.5846,98.7508
416.5489,98.2609
417.5131,97.6809
418.4773,97.3186
419.4416,97.4067
420.4058,97.8769
421.3700,98.4559
422.3343,98.9234
423.2985,99.2061
424.2627,99.3297
425.2270,99.3529
426.1912,99.3286
427.1554,99.2919
428.1197,99.2638
429.0839,99.2582
430.0481,99.2797
431.0124,99.3183
431.9766,99.3512
432.9408,99.3607
433.9051,99.3535
434.8693,99.3635
435.8335,99.4269
436.7978,99.5452
437.7620,99.6685
438.7262,99.7169
439.6905,99.6271
440.6547,99.3947
441.6189,99.0922
442.5832,98.8483
443.5474,98.789
444.5116,98.968
445.4759,99.3315
446.4401,99.7429
447.4043,100.046
448.3686,100.128
449.3328,99.9656
450.2970,99.6329
451.2613,99.2681
452.2255,99.0111
453.1897,98.9441
454.1540,99.0672
455.1182,99.3117
456.0824,99.5707
457.0467,99.7385
458.0109,99.7551
458.9751,99.6371
459.9394,99.4638
460.9036,99.3271
461.8678,99.2892
462.8321,99.3689
463.7963,99.5425
464.7605,99.7492
465.7248,99.9088
466.6890,99.9549
467.6532,99.8648
468.6175,99.6682
469.5817,99.433
470.5459,99.2412
471.5102,99.1626
472.4744,99.2276
473.4386,99.4118
474.4029,99.65
475.3671,99.8734
476.3313,100.04
477.2956,100.146
478.2598,100.208
479.2240,100.254
480.1883,100.298
481.1525,100.334
482.1167,100.347
483.0810,100.326
484.0452,100.279
485.0094,100.23
485.9737,100.204
486.9379,100.212
487.9021,100.246
488.8664,100.294
489.8306,100.348
490.7948,100.407
491.7591,100.472
492.7233,100.538
493.6875,100.591
494.6518,100.615
495.6160,100.598
496.5802,100.54
497.5445,100.451
498.5087,100.348
