TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,77.1727
400.1569,78.2685
401.1211,78.866
402.0854,79.1494
403.0496,79.2918
404.0138,79.389
404.9781,79.4612
405.9423,79.4828
406.9065,79.4201
407.8708,79.257
408.8350,78.9956
409.7992,78.6426
410.7635,78.2014
411.7277,77.6787
412.6919,77.0915
413.6562,76.4583
414.6204,75.7782
415.5846,75.0158
416.5489,74.107
417.5131,72.9979
418.4773,71.7145
419.4416,70.3878
420.4058,69.1581
421.3700,68.0724
422.3343,67.1121
423.2985,66.2832
424.2627,65.6546
425.2270,65.3284
426.1912,65.3684
427.1554,65.741
428.1197,66.3154
429.0839,66.915
430.0481,67.377
431.0124,67.5888
431.9766,67.496
432.9408,67.0893
433.9051,66.3843
434.8693,65.4087
435.8335,64.204
436.7978,62.8336
437.7620,61.3827
438.7262,59.9522
439.6905,58.652
440.6547,57.597
441.6189,56.8879
442.5832,56.568
443.5474,56.577
444.5116,56.7504
445.4759,56.8883
446.4401,56.8521
447.4043,56.623
448.3686,56.2962
449.3328,56.0298
450.2970,55.9749
451.2613,56.2158
452.2255,56.7464
453.1897,57.4937
454.1540,58.3649
455.1182,59.2808
456.0824,60.1727
457.0467,60.9565
458.0109,61.5217
458.9751,61.7637
459.9394,61.6433
460.9036,61.218
461.8678,60.6278
462.8321,60.0653
463.7963,59.7441
464.7605,59.851
465.7248,60.4838
466.6890,61.6116
467.6532,63.0968
468.6175,64.7678
469.5817,66.4882
470.5459,68.182
471.5102,69.8179
472.4744,71.3759
473.4386,72.8266
474.4029,74.1367
475.3671,75.2867
476.3313,76.2782
477.2956,77.1268
478.2598,77.8495
479.2240,78.4601
480.1883,78.9732
481.1525,79.4112
482.1167,79.8053
483.0810,80.1869
484.0452,80.5722
485.0094,80.9524
485.9737,81.2977
486.9379,81.573
487.9021,81.7547
488.8664,81.8385
489.8306,81.839
490.7948,81.7849
491.7591,81.7108
492.7233,81.6479
493.6875,81.6135
494.6518,81.6066
495.6160,81.6104
496.5802,81.6012
497.5445,81.5603
