TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,86.8522
400.1569,88.2843
401.1211,89.3719
402.0854,90.1092
403.0496,90.5769
404.0138,90.8697
404.9781,91.0625
405.9423,91.2
406.9065,91.2981
407.8708,91.3543
408.8350,91.3606
409.7992,91.3113
410.7635,91.2032
411.7277,91.0305
412.6919,90.779
413.6562,90.4211
414.6204,89.9152
415.5846,89.2105
416.5489,88.2678
417.5131,87.1094
418.4773,85.8685
419.4416,84.7408
420.4058,83.8282
421.3700,83.0798
422.3343,82.4024
423.2985,81.7731
424.2627,81.2613
425.2270,80.981
426.1912,81.014
427.1554,81.3503
428.1197,81.8883
429.0839,82.4817
430.0481,82.9916
431.0124,83.3134
431.9766,83.3813
432.9408,83.1587
433.9051,82.6279
434.8693,81.7888
435.8335,80.6669
436.7978,79.3224
437.7620,77.8496
438.7262,76.3679
439.6905,75.0113
440.6547,73.9178
441.6189,73.2003
442.5832,72.893
443.5474,72.9026
444.5116,73.0193
445.4759,73.0067
446.4401,72.7135
447.4043,72.1344
448.3686,71.3987
449.3328,70.7124
450.2970,70.2806
451.2613,70.2354
452.2255,70.5976
453.1897,71.2917
454.1540,72.1993
455.1182,73.2073
456.0824,74.2203
457.0467,75.1395
458.0109,75.8432
458.9751,76.2078
459.9394,76.1654
460.9036,75.747
461.8678,75.0822
462.8321,74.3738
463.7963,73.8592
464.7605,73.7505
465.7248,74.1598
466.6890,75.0543
467.6532,76.2865
468.6175,77.6802
469.5817,79.1094
470.5459,80.5234
471.5102,81.9208
472.4744,83.3014
473.4386,84.636
474.4029,85.8741
475.3671,86.9727
476.3313,87.9143
477.2956,88.7013
478.2598,89.3434
479.2240,89.8512
480.1883,90.2412
481.1525,90.5437
482.1167,90.8022
483.0810,91.062
484.0452,91.3511
485.0094,91.6671
485.9737,91.9807
486.9379,92.2545
487.9021,92.4615
488.8664,92.5934
489.8306,92.6571
490.7948,92.6682
491.7591,92.6457
492.7233,92.6082
493.6875,92.5699
494.6518,92.5365
495.6160,92.501
496.5802,92.4456
