TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,89.6453
400.1569,90.8269
401.1211,91.8738
402.0854,92.6078
403.0496,93.009
404.0138,93.1432
404.9781,93.1091
405.9423,93.0048
406.9065,92.9065
407.8708,92.859
408.8350,92.8811
409.7992,92.9715
410.7635,93.1029
411.7277,93.2137
412.6919,93.2158
413.6562,93.0265
414.6204,92.6027
415.5846,91.9632
416.5489,91.2107
417.5131,90.5454
418.4773,90.2041
419.4416,90.2791
420.4058,90.6128
421.3700,90.9591
422.3343,91.1833
423.2985,91.2848
424.2627,91.3229
425.2270,91.351
426.1912,91.3863
427.1554,91.4166
428.1197,91.426
429.0839,91.4154
430.0481,91.4024
431.0124,91.4055
431.9766,91.4327
432.9408,91.4832
433.9051,91.5593
434.8693,91.6719
435.8335,91.83
436.7978,92.0225
437.7620,92.2119
438.7262,92.3498
439.6905,92.4021
440.6547,92.3687
441.6189,92.2868
442.5832,92.2183
443.5474,92.2243
444.5116,92.3371
445.4759,92.5464
446.4401,92.8075
447.4043,93.0631
448.3686,93.2665
449.3328,93.397
450.2970,93.464
451.2613,93.4957
452.2255,93.5177
453.1897,93.5365
454.1540,93.5389
455.1182,93.5105
456.0824,93.4591
457.0467,93.4274
458.0109,93.4762
458.9751,93.6435
459.9394,93.9116
460.9036,94.2177
461.8678,94.4907
462.8321,94.6805
463.7963,94.7691
464.7605,94.7698
465.7248,94.7158
466.6890,94.6428
467.6532,94.5714
468.6175,94.5045
469.5817,94.4404
470.5459,94.3921
471.5102,94.3932
472.4744,94.481
473.4386,94.6645
474.4029,94.9076
475.3671,95.1467
476.3313,95.3243
477.2956,95.4119
478.2598,95.4104
479.2240,95.3384
480.1883,95.2195
481.1525,95.0795
482.1167,94.9527
483.0810,94.8831
484.0452,94.9086
485.0094,95.0314
485.9737,95.2029
486.9379,95.3426
487.9021,95.3825
488.8664,95.3053
489.8306,95.1541
490.7948,95.0099
491.7591,94.9495
492.7233,95.0048
493.6875,95.1503
494.6518,95.3218
495.6160,95.4504
496.5802,95.4892
