TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,85.3182
400.1569,86.1274
401.1211,87.0049
402.0854,87.7238
403.0496,88.1979
404.0138,88.4454
404.9781,88.5431
405.9423,88.5814
406.9065,88.6203
407.8708,88.6672
408.8350,88.691
409.7992,88.6618
410.7635,88.5812
411.7277,88.4785
412.6919,88.3732
413.6562,88.2412
414.6204,88.0149
415.5846,87.6169
416.5489,87.0178
417.5131,86.3112
418.4773,85.7415
419.4416,85.5535
420.4058,85.7533
421.3700,86.1241
422.3343,86.4484
423.2985,86.6309
424.2627,86.6859
425.2270,86.6814
426.1912,86.6866
427.1554,86.7357
428.1197,86.8222
429.0839,86.9177
430.0481,86.9955
431.0124,87.0428
431.9766,87.0617
432.9408,87.0674
433.9051,87.0852
434.8693,87.1463
435.8335,87.2758
436.7978,87.4766
437.7620,87.7211
438.7262,87.9608
439.6905,88.1481
440.6547,88.2599
441.6189,88.3102
442.5832,88.348
443.5474,88.4341
444.5116,88.6061
445.4759,88.856
446.4401,89.1367
447.4043,89.3903
448.3686,89.5789
449.3328,89.6994
450.2970,89.7784
451.2613,89.8497
452.2255,89.9264
453.1897,89.988
454.1540,89.993
455.1182,89.9106
456.0824,89.7522
457.0467,89.5837
458.0109,89.4964
458.9751,89.5462
459.9394,89.7138
460.9036,89.9301
461.8678,90.1326
462.8321,90.2999
463.7963,90.4472
464.7605,90.5967
465.7248,90.7454
466.6890,90.8524
467.6532,90.8585
468.6175,90.7259
469.5817,90.473
470.5459,90.1829
471.5102,89.9772
472.4744,89.9557
473.4386,90.1351
474.4029,90.4387
475.3671,90.7477
476.3313,90.9667
477.2956,91.057
478.2598,91.0328
479.2240,90.9371
480.1883,90.8145
481.1525,90.696
482.1167,90.5986
483.0810,90.5344
484.0452,90.5142
485.0094,90.5412
485.9737,90.6012
486.9379,90.6619
487.9021,90.6874
488.8664,90.6549
489.8306,90.5676
490.7948,90.4538
491.7591,90.3549
492.7233,90.3058
493.6875,90.3171
494.6518,90.3715
495.6160,90.4312
496.5802,90.453
