TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,97.1547
400.1569,98.2525
401.1211,99.2652
402.0854,100.036
403.0496,100.524
404.0138,100.762
404.9781,100.825
405.9423,100.797
406.9065,100.749
407.8708,100.717
408.8350,100.714
409.7992,100.745
410.7635,100.814
411.7277,100.897
412.6919,100.931
413.6562,100.823
414.6204,100.486
415.5846,99.8851
416.5489,99.0824
417.5131,98.2773
418.4773,97.7671
419.4416,97.7374
420.4058,98.0779
421.3700,98.5116
422.3343,98.843
423.2985,99.0299
424.2627,99.1215
425.2270,99.1852
426.1912,99.2631
427.1554,99.3624
428.1197,99.4697
429.0839,99.5694
430.0481,99.6489
431.0124,99.6967
431.9766,99.7052
432.9408,99.6832
433.9051,99.6666
434.8693,99.7102
435.8335,99.8556
436.7978,100.096
437.7620,100.368
438.7262,100.583
439.6905,100.673
440.6547,100.627
441.6189,100.5
442.5832,100.397
443.5474,100.419
444.5116,100.617
445.4759,100.962
446.4401,101.365
447.4043,101.721
448.3686,101.957
449.3328,102.053
450.2970,102.045
451.2613,101.997
452.2255,101.962
453.1897,101.952
454.1540,101.946
455.1182,101.911
456.0824,101.848
457.0467,101.809
458.0109,101.872
458.9751,102.085
459.9394,102.423
460.9036,102.799
461.8678,103.118
462.8321,103.32
463.7963,103.393
464.7605,103.368
465.7248,103.296
466.6890,103.213
467.6532,103.128
468.6175,103.021
469.5817,102.879
470.5459,102.724
471.5102,102.619
472.4744,102.632
473.4386,102.789
474.4029,103.045
475.3671,103.315
476.3313,103.524
477.2956,103.638
478.2598,103.66
479.2240,103.612
480.1883,103.517
481.1525,103.393
482.1167,103.267
483.0810,103.181
484.0452,103.174
485.0094,103.258
485.9737,103.39
486.9379,103.495
487.9021,103.504
488.8664,103.392
489.8306,103.197
490.7948,102.999
491.7591,102.88
492.7233,102.884
493.6875,102.996
494.6518,103.151
495.6160,103.268
496.5802,103.282
497.5445,103.166
498.5087,102.937
499.4729,102.651
500.4372,102.385
501.4014,102.208
502.3656,102.151
503.3299,102.192
504.2941,102.273
