TITLE SAMPLE NAME:,Polyethylene High Density  (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,76.8047
400.1569,78.1812
401.1211,79.1679
402.0854,79.8058
403.0496,80.1635
404.0138,80.3071
404.9781,80.3008
405.9423,80.2096
406.9065,80.0873
407.8708,79.9594
408.8350,79.8158
409.7992,79.6211
410.7635,79.3372
411.7277,78.9438
412.6919,78.4447
413.6562,77.8518
414.6204,77.1615
415.5846,76.3419
416.5489,75.343
417.5131,74.1387
418.4773,72.7872
419.4416,71.4333
420.4058,70.1994
421.3700,69.1021
422.3343,68.1062
423.2985,67.2168
424.2627,66.5127
425.2270,66.1102
426.1912,66.088
427.1554,66.4239
428.1197,66.99
429.0839,67.6023
430.0481,68.0824
431.0124,68.2995
431.9766,68.1858
432.9408,67.7253
433.9051,66.9272
434.8693,65.8041
435.8335,64.371
436.7978,62.6652
437.7620,60.7675
438.7262,58.8101
439.6905,56.9691
440.6547,55.4444
441.6189,54.4151
442.5832,53.9651
443.5474,54.0135
444.5116,54.3176
445.4759,54.5781
446.4401,54.5804
447.4043,54.2785
448.3686,53.7902
449.3328,53.3296
450.2970,53.1146
451.2613,53.2812
452.2255,53.8414
453.1897,54.7039
454.1540,55.7349
455.1182,56.8119
456.0824,57.8351
457.0467,58.707
458.0109,59.3176
458.9751,59.5694
459.9394,59.4304
460.9036,58.9644
461.8678,58.3209
462.8321,57.7068
463.7963,57.3506
464.7605,57.4476
465.7248,58.0926
466.6890,59.2422
467.6532,60.7486
468.6175,62.4441
469.5817,64.212
470.5459,66.0021
471.5102,67.7959
472.4744,69.5576
473.4386,71.2164
474.4029,72.6962
475.3671,73.9588
476.3313,75.0192
477.2956,75.9252
478.2598,76.7273
479.2240,77.4581
480.1883,78.13
481.1525,78.7452
482.1167,79.3059
483.0810,79.8156
484.0452,80.2722
485.0094,80.6658
485.9737,80.9841
486.9379,81.2232
487.9021,81.3925
488.8664,81.5102
489.8306,81.5935
490.7948,81.6526
491.7591,81.6901
492.7233,81.7064
493.6875,81.7045
494.6518,81.6883
495.6160,81.6585
496.5802,81.6091
