TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,97.2934
401.1211,97.8855
403.0496,98.5525
404.9781,99.1243
406.9065,99.5051
408.8350,99.6609
410.7635,99.5976
412.6919,99.3545
414.6204,99.0102
416.5489,98.6843
418.4773,98.5036
420.4058,98.5342
422.3343,98.742
424.2627,99.0302
426.1912,99.3095
428.1197,99.5349
430.0481,99.7006
431.9766,99.82
433.9051,99.9059
435.8335,99.9629
437.7620,99.9953
439.6905,100.021
441.6189,100.074
443.5474,100.191
445.4759,100.38
447.4043,100.604
449.3328,100.807
451.2613,100.94
453.1897,101
455.1182,101.028
457.0467,101.087
458.9751,101.212
460.9036,101.384
462.8321,101.539
464.7605,101.617
466.6890,101.602
468.6175,101.528
470.5459,101.458
472.4744,101.447
474.4029,101.508
476.3313,101.609
478.2598,101.7
480.1883,101.743
482.1167,101.729
484.0452,101.672
485.9737,101.603
487.9021,101.552
489.8306,101.538
491.7591,101.56
493.6875,101.595
495.6160,101.612
497.5445,101.587
499.4729,101.517
501.4014,101.422
503.3299,101.334
505.2583,101.277
507.1868,101.251
509.1153,101.235
511.0437,101.202
512.9722,101.14
514.9007,101.057
516.8292,100.981
518.7576,100.942
520.6861,100.954
522.6146,101.015
524.5430,101.104
526.4715,101.198
528.4000,101.276
530.3284,101.325
532.2569,101.344
534.1854,101.337
536.1138,101.313
538.0423,101.283
539.9708,101.254
541.8992,101.229
543.8277,101.214
545.7562,101.21
547.6846,101.224
549.6131,101.258
551.5416,101.312
553.4700,101.381
555.3985,101.453
557.3270,101.516
559.2554,101.56
561.1839,101.575
563.1124,101.559
565.0408,101.512
566.9693,101.439
568.8978,101.348
570.8262,101.249
572.7547,101.152
574.6832,101.068
576.6116,101.003
578.5401,100.96
580.4686,100.936
582.3970,100.925
584.3255,100.919
586.2540,100.912
588.1824,100.898
590.1109,100.879
592.0394,100.858
593.9678,100.839
595.8963,100.825
597.8248,100.823
599.7532,100.837
601.6817,100.869
603.6102,100.913
605.5386,100.955
607.4671,100.976
609.3956,100.963
611.3240,100.914
