TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.617
401.1211,98.9636
403.0496,99.3318
404.9781,99.6114
406.9065,99.7541
408.8350,99.7526
410.7635,99.6138
412.6919,99.3488
414.6204,98.9841
416.5489,98.5832
418.4773,98.2463
420.4058,98.0643
422.3343,98.0583
424.2627,98.1737
426.1912,98.3281
428.1197,98.4581
430.0481,98.5373
431.9766,98.5734
433.9051,98.5931
435.8335,98.625
437.7620,98.6882
439.6905,98.7909
441.6189,98.9364
443.5474,99.1234
445.4759,99.3399
447.4043,99.5582
449.3328,99.7424
451.2613,99.8651
453.1897,99.9236
455.1182,99.945
457.0467,99.9735
458.9751,100.042
460.9036,100.15
462.8321,100.262
464.7605,100.34
466.6890,100.366
468.6175,100.354
470.5459,100.337
472.4744,100.346
474.4029,100.384
476.3313,100.428
478.2598,100.45
480.1883,100.433
482.1167,100.381
484.0452,100.317
485.9737,100.265
487.9021,100.24
489.8306,100.239
491.7591,100.247
493.6875,100.241
495.6160,100.203
497.5445,100.122
499.4729,100.006
501.4014,99.8716
503.3299,99.7462
505.2583,99.6493
507.1868,99.5843
509.1153,99.5363
511.0437,99.4822
512.9722,99.4043
514.9007,99.3011
516.8292,99.1884
518.7576,99.0905
520.6861,99.0258
522.6146,98.9968
524.5430,98.9898
526.4715,98.9836
528.4000,98.9616
530.3284,98.9181
532.2569,98.8594
534.1854,98.7973
536.1138,98.7421
538.0423,98.6976
539.9708,98.661
541.8992,98.6271
543.8277,98.5935
545.7562,98.5637
547.6846,98.5461
549.6131,98.5489
551.5416,98.5751
553.4700,98.6197
555.3985,98.6711
557.3270,98.7161
559.2554,98.7444
561.1839,98.7516
563.1124,98.7387
565.0408,98.7097
566.9693,98.6688
568.8978,98.6191
570.8262,98.5628
572.7547,98.5027
574.6832,98.4434
576.6116,98.3904
578.5401,98.3487
580.4686,98.3201
582.3970,98.3021
584.3255,98.2898
586.2540,98.2779
588.1824,98.2629
590.1109,98.2442
592.0394,98.223
593.9678,98.2017
595.8963,98.1818
597.8248,98.164
