TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,90.4778
401.1211,90.4325
403.0496,90.3934
404.9781,90.3799
406.9065,90.3949
408.8350,90.4227
410.7635,90.4344
412.6919,90.3944
414.6204,90.2676
416.5489,90.0322
418.4773,89.6979
420.4058,89.3133
422.3343,88.9444
424.2627,88.6412
426.1912,88.4247
428.1197,88.2963
430.0481,88.2519
431.9766,88.2889
433.9051,88.4082
435.8335,88.6115
437.7620,88.8965
439.6905,89.2492
441.6189,89.6361
443.5474,90.006
445.4759,90.3062
447.4043,90.5078
449.3328,90.6202
451.2613,90.684
453.1897,90.7498
455.1182,90.8534
457.0467,90.9986
458.9751,91.1567
460.9036,91.2875
462.8321,91.3661
464.7605,91.3945
466.6890,91.3941
468.6175,91.3903
470.5459,91.3994
472.4744,91.4217
474.4029,91.445
476.3313,91.4549
478.2598,91.4442
480.1883,91.4156
482.1167,91.3773
484.0452,91.3355
485.9737,91.2895
487.9021,91.2305
489.8306,91.148
491.7591,91.0364
493.6875,90.8999
495.6160,90.7508
497.5445,90.603
499.4729,90.4655
501.4014,90.3389
503.3299,90.2176
505.2583,90.0946
507.1868,89.9666
509.1153,89.8343
511.0437,89.6999
512.9722,89.5639
514.9007,89.4231
516.8292,89.273
518.7576,89.1107
520.6861,88.9379
522.6146,88.7619
524.5430,88.5934
526.4715,88.4429
528.4000,88.3167
530.3284,88.2152
532.2569,88.132
534.1854,88.0564
536.1138,87.9762
538.0423,87.8822
539.9708,87.7706
541.8992,87.6441
543.8277,87.5109
545.7562,87.3809
547.6846,87.2606
549.6131,87.1497
551.5416,87.04
553.4700,86.9185
555.3985,86.7734
557.3270,86.5994
559.2554,86.4016
561.1839,86.1939
563.1124,85.9932
565.0408,85.8116
566.9693,85.6485
568.8978,85.4876
570.8262,85.3002
572.7547,85.0562
574.6832,84.7392
576.6116,84.358
578.5401,83.9515
580.4686,83.58
582.3970,83.3059
584.3255,83.1726
586.2540,83.1899
588.1824,83.3336
590.1109,83.558
592.0394,83.8157
593.9678,84.0744
