TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,98.0612
401.1211,98.1718
403.0496,98.2558
404.9781,98.284
406.9065,98.25
408.8350,98.1555
410.7635,98.0021
412.6919,97.7951
414.6204,97.5536
416.5489,97.3176
418.4773,97.1362
420.4058,97.0377
422.3343,97.0106
424.2627,97.0184
426.1912,97.0312
428.1197,97.0413
430.0481,97.0598
431.9766,97.1019
433.9051,97.1728
435.8335,97.2614
437.7620,97.3479
439.6905,97.4195
441.6189,97.4802
443.5474,97.5468
445.4759,97.6332
447.4043,97.7396
449.3328,97.8532
451.2613,97.958
453.1897,98.0451
455.1182,98.1142
457.0467,98.1692
458.9751,98.2124
460.9036,98.2429
462.8321,98.2608
464.7605,98.2715
466.6890,98.2854
468.6175,98.3117
470.5459,98.3504
472.4744,98.3903
474.4029,98.415
476.3313,98.4151
478.2598,98.3931
480.1883,98.3601
482.1167,98.3261
484.0452,98.2942
485.9737,98.2618
487.9021,98.2264
489.8306,98.1901
491.7591,98.158
493.6875,98.1316
495.6160,98.1035
497.5445,98.0593
499.4729,97.9871
501.4014,97.8873
503.3299,97.7762
505.2583,97.6772
507.1868,97.6069
509.1153,97.5649
511.0437,97.536
512.9722,97.5017
514.9007,97.4515
516.8292,97.3889
518.7576,97.3279
520.6861,97.2829
522.6146,97.2596
524.5430,97.2521
526.4715,97.2474
528.4000,97.2321
530.3284,97.1987
532.2569,97.1478
534.1854,97.0867
536.1138,97.0267
538.0423,96.9781
539.9708,96.9461
541.8992,96.9295
543.8277,96.9212
545.7562,96.9129
547.6846,96.9003
549.6131,96.8854
551.5416,96.8763
553.4700,96.881
555.3985,96.9024
557.3270,96.935
559.2554,96.9671
561.1839,96.9862
563.1124,96.9845
565.0408,96.9614
566.9693,96.9223
568.8978,96.8742
570.8262,96.8231
572.7547,96.7724
574.6832,96.724
576.6116,96.6794
578.5401,96.6404
580.4686,96.6084
582.3970,96.5835
584.3255,96.5646
586.2540,96.549
588.1824,96.5338
590.1109,96.5165
592.0394,96.4955
593.9678,96.4703
