TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,97.3306
401.1211,97.2653
403.0496,97.1989
404.9781,97.135
406.9065,97.0732
408.8350,97.0125
410.7635,96.9528
412.6919,96.8951
414.6204,96.8413
416.5489,96.7928
418.4773,96.7477
420.4058,96.6982
422.3343,96.6328
424.2627,96.5439
426.1912,96.4332
428.1197,96.3141
430.0481,96.2094
431.9766,96.1452
433.9051,96.1406
435.8335,96.1993
437.7620,96.3087
439.6905,96.449
441.6189,96.6037
443.5474,96.7637
445.4759,96.9232
447.4043,97.0745
449.3328,97.2069
451.2613,97.3094
453.1897,97.3741
455.1182,97.3982
457.0467,97.386
458.9751,97.349
460.9036,97.3031
462.8321,97.2629
464.7605,97.2365
466.6890,97.2227
468.6175,97.2117
470.5459,97.1887
472.4744,97.1428
474.4029,97.0753
476.3313,97.0003
478.2598,96.9377
480.1883,96.9029
482.1167,96.9005
484.0452,96.9237
485.9737,96.9572
487.9021,96.983
489.8306,96.9866
491.7591,96.9608
493.6875,96.9079
495.6160,96.8386
497.5445,96.7689
499.4729,96.7144
501.4014,96.6833
503.3299,96.6709
505.2583,96.6605
507.1868,96.6325
509.1153,96.5762
511.0437,96.4956
512.9722,96.4071
514.9007,96.3296
516.8292,96.2725
518.7576,96.2301
520.6861,96.1841
522.6146,96.1149
524.5430,96.0136
526.4715,95.8865
528.4000,95.7516
530.3284,95.6301
532.2569,95.5384
534.1854,95.4837
536.1138,95.4637
538.0423,95.4679
539.9708,95.4816
541.8992,95.49
543.8277,95.4836
545.7562,95.4615
547.6846,95.4305
549.6131,95.4011
551.5416,95.3815
553.4700,95.3735
555.3985,95.374
557.3270,95.3785
559.2554,95.3848
561.1839,95.3938
563.1124,95.4063
565.0408,95.4204
566.9693,95.4303
568.8978,95.4299
570.8262,95.4168
572.7547,95.3948
574.6832,95.3728
576.6116,95.36
578.5401,95.3609
580.4686,95.3722
582.3970,95.3851
584.3255,95.3894
586.2540,95.3794
588.1824,95.3558
590.1109,95.3245
592.0394,95.2926
593.9678,95.2653
