TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,59.1053
401.1211,62.748
403.0496,66.2032
404.9781,69.0404
406.9065,71.0566
408.8350,72.2327
410.7635,72.6829
412.6919,72.6184
414.6204,72.3055
416.5489,72.0041
418.4773,71.8857
420.4058,71.978
422.3343,72.1981
424.2627,72.452
426.1912,72.6983
428.1197,72.9408
430.0481,73.1874
431.9766,73.4179
433.9051,73.5788
435.8335,73.606
437.7620,73.4598
439.6905,73.1486
441.6189,72.7334
443.5474,72.3212
445.4759,72.0505
447.4043,72.0633
449.3328,72.4611
451.2613,73.2578
453.1897,74.3466
455.1182,75.5052
457.0467,76.473
458.9751,77.0948
460.9036,77.4364
462.8321,77.7553
464.7605,78.3475
466.6890,79.3904
468.6175,80.8668
470.5459,82.5849
472.4744,84.2842
474.4029,85.7761
476.3313,87.0241
478.2598,88.1142
480.1883,89.1612
482.1167,90.2296
484.0452,91.305
485.9737,92.3049
487.9021,93.1151
489.8306,93.6317
491.7591,93.8022
493.6875,93.6548
495.6160,93.3058
497.5445,92.9353
499.4729,92.7296
501.4014,92.8057
503.3299,93.1543
505.2583,93.6415
507.1868,94.0773
509.1153,94.311
511.0437,94.296
512.9722,94.0921
514.9007,93.8176
516.8292,93.581
518.7576,93.4275
520.6861,93.3248
522.6146,93.1925
524.5430,92.9526
526.4715,92.571
528.4000,92.0733
530.3284,91.5361
532.2569,91.0625
534.1854,90.753
536.1138,90.6785
538.0423,90.8617
539.9708,91.2719
541.8992,91.8369
543.8277,92.4683
545.7562,93.0912
547.6846,93.6639
549.6131,94.1801
551.5416,94.6544
553.4700,95.1015
555.3985,95.5218
557.3270,95.8993
559.2554,96.211
561.1839,96.4405
563.1124,96.5863
565.0408,96.6591
566.9693,96.6712
568.8978,96.6265
570.8262,96.5197
572.7547,96.3453
574.6832,96.1133
576.6116,95.856
578.5401,95.6227
580.4686,95.4601
582.3970,95.3927
584.3255,95.4142
586.2540,95.4969
588.1824,95.6117
590.1109,95.7436
592.0394,95.8936
593.9678,96.0674
595.8963,96.262
