TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,90.7533
401.1211,91.8739
403.0496,92.9461
404.9781,93.8728
406.9065,94.6135
408.8350,95.1354
410.7635,95.4038
412.6919,95.4085
414.6204,95.1954
416.5489,94.8737
418.4773,94.576
420.4058,94.3902
422.3343,94.3256
424.2627,94.3464
426.1912,94.4235
428.1197,94.5496
430.0481,94.7195
431.9766,94.9081
433.9051,95.0677
435.8335,95.1549
437.7620,95.1632
439.6905,95.1314
441.6189,95.1128
443.5474,95.1333
445.4759,95.1757
447.4043,95.2059
449.3328,95.2153
451.2613,95.2404
453.1897,95.3437
455.1182,95.5706
457.0467,95.9081
458.9751,96.2823
460.9036,96.6051
462.8321,96.8364
464.7605,97.0082
466.6890,97.1998
468.6175,97.4902
470.5459,97.9129
472.4744,98.4346
474.4029,98.9727
476.3313,99.439
478.2598,99.7795
480.1883,99.9864
482.1167,100.087
484.0452,100.128
485.9737,100.153
487.9021,100.185
489.8306,100.217
491.7591,100.218
493.6875,100.149
495.6160,99.9949
497.5445,99.7795
499.4729,99.562
501.4014,99.4111
503.3299,99.3664
505.2583,99.4137
507.1868,99.4926
509.1153,99.5316
511.0437,99.4882
512.9722,99.3667
514.9007,99.2084
516.8292,99.0632
518.7576,98.9619
520.6861,98.9026
522.6146,98.8589
524.5430,98.7996
526.4715,98.7048
528.4000,98.5719
530.3284,98.4134
532.2569,98.252
534.1854,98.1149
536.1138,98.0275
538.0423,98.0052
539.9708,98.0476
541.8992,98.1387
543.8277,98.2562
545.7562,98.3837
547.6846,98.5202
549.6131,98.6779
551.5416,98.8705
553.4700,99.0988
555.3985,99.3429
557.3270,99.5673
559.2554,99.7348
561.1839,99.8218
563.1124,99.8257
565.0408,99.7614
566.9693,99.6504
568.8978,99.5102
570.8262,99.3515
572.7547,99.1826
574.6832,99.0162
576.6116,98.8714
578.5401,98.7673
580.4686,98.7126
582.3970,98.6993
584.3255,98.7059
586.2540,98.7097
588.1824,98.6997
590.1109,98.6807
592.0394,98.6674
593.9678,98.6712
