TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,90.5283
401.1211,91.2612
403.0496,91.9663
404.9781,92.531
406.9065,92.9156
408.8350,93.1149
410.7635,93.1299
412.6919,92.9685
414.6204,92.6686
416.5489,92.3224
418.4773,92.0642
420.4058,92.0005
422.3343,92.1417
424.2627,92.4097
426.1912,92.7052
428.1197,92.961
430.0481,93.1544
431.9766,93.2954
433.9051,93.4073
435.8335,93.5105
437.7620,93.6175
439.6905,93.7398
441.6189,93.8942
443.5474,94.0971
445.4759,94.3465
447.4043,94.6103
449.3328,94.8375
451.2613,94.9862
453.1897,95.051
455.1182,95.0729
457.0467,95.1192
458.9751,95.2387
460.9036,95.4229
462.8321,95.6105
464.7605,95.7319
466.6890,95.7544
468.6175,95.7016
470.5459,95.6398
472.4744,95.6371
474.4029,95.72
476.3313,95.8597
478.2598,95.9982
480.1883,96.0862
482.1167,96.1078
484.0452,96.0813
485.9737,96.0428
487.9021,96.0245
489.8306,96.0368
491.7591,96.0649
493.6875,96.0783
495.6160,96.0467
497.5445,95.9561
499.4729,95.8168
501.4014,95.6604
503.3299,95.5249
505.2583,95.434
507.1868,95.3851
509.1153,95.353
511.0437,95.3069
512.9722,95.2292
514.9007,95.1245
516.8292,95.0165
518.7576,94.9344
520.6861,94.8966
522.6146,94.9024
524.5430,94.9344
526.4715,94.969
528.4000,94.9873
530.3284,94.9806
532.2569,94.9511
534.1854,94.9067
536.1138,94.8544
538.0423,94.7967
539.9708,94.7314
541.8992,94.657
543.8277,94.5779
545.7562,94.508
547.6846,94.4658
549.6131,94.4671
551.5416,94.5152
553.4700,94.5985
555.3985,94.6933
557.3270,94.7736
559.2554,94.8202
561.1839,94.8261
563.1124,94.796
565.0408,94.7406
566.9693,94.6705
568.8978,94.5921
570.8262,94.507
572.7547,94.4163
574.6832,94.3242
576.6116,94.2393
578.5401,94.1721
580.4686,94.1291
582.3970,94.1088
584.3255,94.1023
586.2540,94.0981
588.1824,94.0877
590.1109,94.0693
592.0394,94.0463
593.9678,94.024
