TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,99.0243
401.1211,98.8227
403.0496,98.7194
404.9781,98.6878
406.9065,98.6857
408.8350,98.6793
410.7635,98.648
412.6919,98.5778
414.6204,98.458
416.5489,98.287
418.4773,98.0828
420.4058,97.8809
422.3343,97.7107
424.2627,97.5773
426.1912,97.467
428.1197,97.3678
430.0481,97.2836
431.9766,97.2347
433.9051,97.2453
435.8335,97.3248
437.7620,97.4575
439.6905,97.6102
441.6189,97.7529
443.5474,97.8752
445.4759,97.9873
447.4043,98.1057
449.3328,98.237
451.2613,98.3719
453.1897,98.4879
455.1182,98.5596
457.0467,98.5721
458.9751,98.5318
460.9036,98.4675
462.8321,98.4153
464.7605,98.4016
466.6890,98.4311
468.6175,98.4856
470.5459,98.5312
472.4744,98.5361
474.4029,98.4898
476.3313,98.4087
478.2598,98.3237
480.1883,98.2611
482.1167,98.2315
484.0452,98.2289
485.9737,98.2386
487.9021,98.2464
489.8306,98.2449
491.7591,98.2327
493.6875,98.212
495.6160,98.1852
497.5445,98.155
499.4729,98.1254
501.4014,98.1011
503.3299,98.0847
505.2583,98.0731
507.1868,98.058
509.1153,98.0299
511.0437,97.9847
512.9722,97.927
514.9007,97.8688
516.8292,97.8212
518.7576,97.7863
520.6861,97.7531
522.6146,97.7019
524.5430,97.6166
526.4715,97.4944
528.4000,97.349
530.3284,97.2045
532.2569,97.0841
534.1854,97.0014
536.1138,96.9568
538.0423,96.9417
539.9708,96.9452
541.8992,96.959
543.8277,96.9785
545.7562,97.0004
547.6846,97.0196
549.6131,97.0297
551.5416,97.0258
553.4700,97.0089
555.3985,96.9859
557.3270,96.9663
559.2554,96.9562
561.1839,96.9549
563.1124,96.9557
565.0408,96.9501
566.9693,96.9331
568.8978,96.9054
570.8262,96.8724
572.7547,96.8413
574.6832,96.8179
576.6116,96.804
578.5401,96.7973
580.4686,96.7922
582.3970,96.7827
584.3255,96.7647
586.2540,96.738
588.1824,96.7057
590.1109,96.6727
592.0394,96.6423
593.9678,96.6152
595.8963,96.5893
