TITLE SAMPLE NAME:,Polyethylene High Density (commerced packaging)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,86.818
401.1211,88.8535
403.0496,90.8933
404.9781,92.5778
406.9065,93.7099
408.8350,94.2585
410.7635,94.3218
412.6919,94.0877
414.6204,93.7941
416.5489,93.6728
418.4773,93.8655
420.4058,94.3504
422.3343,94.9662
424.2627,95.5294
426.1912,95.9354
428.1197,96.1768
430.0481,96.312
431.9766,96.4206
433.9051,96.5623
435.8335,96.7498
437.7620,96.9536
439.6905,97.1368
441.6189,97.2942
443.5474,97.461
445.4759,97.6832
447.4043,97.9745
449.3328,98.2999
451.2613,98.5983
453.1897,98.824
455.1182,98.98
457.0467,99.1197
458.9751,99.3089
460.9036,99.5723
462.8321,99.8702
464.7605,100.126
466.6890,100.275
468.6175,100.307
470.5459,100.269
472.4744,100.247
474.4029,100.308
476.3313,100.47
478.2598,100.704
480.1883,100.965
482.1167,101.221
484.0452,101.46
485.9737,101.68
487.9021,101.872
489.8306,102.015
491.7591,102.083
493.6875,102.061
495.6160,101.97
497.5445,101.855
499.4729,101.779
501.4014,101.786
503.3299,101.878
505.2583,102.009
507.1868,102.107
509.1153,102.115
511.0437,102.024
512.9722,101.875
514.9007,101.737
516.8292,101.676
518.7576,101.717
520.6861,101.84
522.6146,101.995
524.5430,102.132
526.4715,102.225
528.4000,102.275
530.3284,102.3
532.2569,102.32
534.1854,102.345
536.1138,102.375
538.0423,102.404
539.9708,102.425
541.8992,102.438
543.8277,102.447
545.7562,102.468
547.6846,102.519
549.6131,102.615
551.5416,102.768
553.4700,102.977
555.3985,103.231
557.3270,103.506
559.2554,103.776
561.1839,104.016
563.1124,104.205
565.0408,104.336
566.9693,104.417
568.8978,104.475
570.8262,104.551
572.7547,104.692
574.6832,104.928
576.6116,105.256
578.5401,105.63
580.4686,105.96
582.3970,106.155
584.3255,106.155
586.2540,105.966
588.1824,105.659
590.1109,105.335
592.0394,105.074
593.9678,104.901
595.8963,104.784
597.8248,104.664
599.7532,104.49
601.6817,104.253
603.6102,103.977
605.5386,103.703
607.4671,103.465
