TITLE SAMPLE NAME:,Polyethylene Terephthalate (bottles, containers)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,85.0974
400.1569,85.8341
401.1211,86.6715
402.0854,87.421
403.0496,87.9719
404.0138,88.2813
404.9781,88.3676
405.9423,88.3014
406.9065,88.1756
407.8708,88.062
408.8350,87.9869
409.7992,87.9454
410.7635,87.9355
411.7277,87.9786
412.6919,88.1049
413.6562,88.3227
414.6204,88.6011
415.5846,88.871
416.5489,89.0347
417.5131,88.9941
418.4773,88.7279
419.4416,88.3631
420.4058,88.085
421.3700,87.9723
422.3343,87.9836
423.2985,88.0394
424.2627,88.0757
425.2270,88.0589
426.1912,87.9852
427.1554,87.8706
428.1197,87.7347
429.0839,87.5897
430.0481,87.4392
431.0124,87.2856
431.9766,87.1397
432.9408,87.024
433.9051,86.9681
434.8693,86.9961
435.8335,87.1129
436.7978,87.3007
437.7620,87.5308
438.7262,87.7818
439.6905,88.0488
440.6547,88.3368
441.6189,88.6448
442.5832,88.9542
443.5474,89.2316
444.5116,89.4493
445.4759,89.6043
446.4401,89.7202
447.4043,89.8315
448.3686,89.9667
449.3328,90.1386
450.2970,90.3423
451.2613,90.5601
452.2255,90.7703
453.1897,90.9568
454.1540,91.1139
455.1182,91.2444
456.0824,91.3512
457.0467,91.4287
458.0109,91.4613
458.9751,91.4351
459.9394,91.3536
460.9036,91.2397
461.8678,91.1248
462.8321,91.0368
463.7963,90.9928
464.7605,90.9969
465.7248,91.0417
466.6890,91.1131
467.6532,91.1961
468.6175,91.2771
469.5817,91.3418
470.5459,91.3742
471.5102,91.3612
472.4744,91.3027
473.4386,91.2158
474.4029,91.1262
475.3671,91.0529
476.3313,91.0015
477.2956,90.9674
478.2598,90.9447
479.2240,90.9305
480.1883,90.924
481.1525,90.9224
482.1167,90.9176
483.0810,90.8989
484.0452,90.8594
485.0094,90.8014
485.9737,90.7347
486.9379,90.6672
487.9021,90.5975
488.8664,90.5153
489.8306,90.4079
490.7948,90.2693
491.7591,90.1041
492.7233,89.9243
493.6875,89.7404
494.6518,89.5546
495.6160,89.3631
496.5802,89.1636
497.5445,88.9625
498.5087,88.7766
499.4729,88.6286
500.4372,88.5384
501.4014,88.5141
502.3656,88.5495
503.3299,88.6308
504.2941,88.7502
505.2583,88.913
506.2226,89.1349
507.1868,89.4287
508.1510,89.7902
509.1153,90.1917
510.0795,90.5892
511.0437,90.9382
512.0080,91.21
512.9722,91.3972
513.9365,91.5116
514.9007,91.5759
515.8649,91.6151
516.8292,91.6488
517.7934,91.6865
518.7576,91.7279
519.7219,91.7675
520.6861,91.7999
521.6503,91.8233
522.6146,91.8389
523.5788,91.8502
524.5430,91.863
525.5073,91.8862
526.4715,91.9305
527.4357,92.0036
528.4000,92.107
529.3642,92.2347
530.3284,92.3758
531.2927,92.5175
532.2569,92.6483
533.2211,92.7605
534.1854,92.8525
535.1496,92.9282
536.1138,92.9962
537.0781,93.0663
538.0423,93.1455
539.0065,93.2344
539.9708,93.3264
540.9350,93.4094
541.8992,93.4713
542.8635,93.5064
543.8277,93.5199
544.7919,93.5273
545.7562,93.5485
546.7204,93.5989
547.6846,93.6808
548.6489,93.7819
549.6131,93.8802
550.5773,93.9545
551.5416,93.9938
552.5058,94.002
553.4700,93.994
554.4343,93.9881
555.3985,93.9958
556.3627,94.0166
557.3270,94.0396
558.2912,94.0528
559.2554,94.0512
560.2197,94.0418
561.1839,94.0388
562.1481,94.055
563.1124,94.0931
564.0766,94.1432
565.0408,94.1872
566.0051,94.2075
566.9693,94.1959
567.9335,94.158
568.8978,94.1106
569.8620,94.0741
570.8262,94.0628
571.7905,94.0797
572.7547,94.1171
573.7189,94.1618
574.6832,94.2013
575.6474,94.2288
576.6116,94.2448
577.5759,94.255
578.5401,94.265
579.5043,94.2766
580.4686,94.2867
581.4328,94.2902
582.3970,94.2831
583.3613,94.266
584.3255,94.2431
585.2897,94.2206
586.2540,94.2035
587.2182,94.1944
588.1824,94.1941
589.1467,94.2013
590.1109,94.2135
591.0751,94.2253
592.0394,94.2298
593.0036,94.2204
593.9678,94.1955
594.9321,94.16
595.8963,94.1235
596.8605,94.0964
597.8248,94.084
598.7890,94.085
599.7532,94.0916
600.7175,94.095
