TITLE SAMPLE NAME:,Polyethylene Terephthalate (bottles, containers)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,3751
399.1927,91.1542
400.1569,91.0066
401.1211,90.8515
402.0854,90.7932
403.0496,90.8486
404.0138,90.979
404.9781,91.1265
405.9423,91.2442
406.9065,91.3158
407.8708,91.3514
408.8350,91.3634
409.7992,91.3422
410.7635,91.2524
411.7277,91.056
412.6919,90.7422
413.6562,90.3392
414.6204,89.9017
415.5846,89.4968
416.5489,89.2004
417.5131,89.086
418.4773,89.1688
419.4416,89.3418
420.4058,89.433
421.3700,89.3484
422.3343,89.1077
423.2985,88.7845
424.2627,88.4535
425.2270,88.1648
426.1912,87.9286
427.1554,87.7196
428.1197,87.5002
429.0839,87.2505
430.0481,86.9856
431.0124,86.75
431.9766,86.5961
432.9408,86.5592
433.9051,86.6441
434.8693,86.8296
435.8335,87.0841
436.7978,87.3798
437.7620,87.6995
438.7262,88.0349
439.6905,88.3812
440.6547,88.7345
441.6189,89.0927
442.5832,89.4559
443.5474,89.822
444.5116,90.1782
445.4759,90.4972
446.4401,90.7461
447.4043,90.9034
448.3686,90.9741
449.3328,90.9919
450.2970,91.0062
451.2613,91.0594
452.2255,91.1691
453.1897,91.3257
454.1540,91.5061
455.1182,91.6864
456.0824,91.8463
457.0467,91.9662
458.0109,92.0279
458.9751,92.0232
459.9394,91.9611
460.9036,91.8614
461.8678,91.7415
462.8321,91.6101
463.7963,91.4717
464.7605,91.3356
465.7248,91.2211
466.6890,91.1509
467.6532,91.1363
468.6175,91.1663
469.5817,91.2092
470.5459,91.2264
471.5102,91.1942
472.4744,91.1207
473.4386,91.043
474.4029,91.0012
475.3671,91.0118
476.3313,91.0614
477.2956,91.1175
478.2598,91.1451
479.2240,91.1193
480.1883,91.0341
481.1525,90.9024
482.1167,90.7497
483.0810,90.6049
484.0452,90.4882
485.0094,90.4032
485.9737,90.336
486.9379,90.2629
487.9021,90.1625
488.8664,90.0243
489.8306,89.8502
490.7948,89.6514
491.7591,89.4412
492.7233,89.2278
493.6875,89.011
494.6518,88.7841
495.6160,88.5414
496.5802,88.2831
497.5445,88.018
498.5087,87.7625
499.4729,87.5373
500.4372,87.3643
501.4014,87.2609
502.3656,87.2374
503.3299,87.298
504.2941,87.4468
505.2583,87.6922
506.2226,88.0415
507.1868,88.4894
508.1510,89.0061
509.1153,89.5376
510.0795,90.0219
511.0437,90.4117
512.0080,90.6894
512.9722,90.866
513.9365,90.9688
514.9007,91.0283
515.8649,91.0687
516.8292,91.1063
517.7934,91.1501
518.7576,91.2041
519.7219,91.2671
520.6861,91.3338
521.6503,91.3961
522.6146,91.4477
523.5788,91.4885
524.5430,91.5278
525.5073,91.5834
526.4715,91.6725
527.4357,91.8006
528.4000,91.9554
529.3642,92.1124
530.3284,92.2471
531.2927,92.3454
532.2569,92.4093
533.2211,92.4551
534.1854,92.5056
535.1496,92.5777
536.1138,92.6757
537.0781,92.7907
538.0423,92.9073
539.0065,93.0124
539.9708,93.1
540.9350,93.1713
541.8992,93.2319
542.8635,93.2876
543.8277,93.3423
544.7919,93.3981
545.7562,93.4554
546.7204,93.5134
547.6846,93.5702
548.6489,93.6233
549.6131,93.6706
550.5773,93.7119
551.5416,93.7492
552.5058,93.7857
553.4700,93.8235
554.4343,93.8624
555.3985,93.8994
556.3627,93.9305
557.3270,93.9533
558.2912,93.9677
559.2554,93.9757
560.2197,93.9794
561.1839,93.9789
562.1481,93.9728
563.1124,93.9599
564.0766,93.9411
565.0408,93.9197
566.0051,93.9
566.9693,93.885
567.9335,93.8751
568.8978,93.8679
569.8620,93.8601
570.8262,93.8495
571.7905,93.8353
572.7547,93.8182
573.7189,93.799
574.6832,93.7792
575.6474,93.7615
576.6116,93.7497
577.5759,93.7482
578.5401,93.7598
579.5043,93.7836
580.4686,93.8144
581.4328,93.8441
582.3970,93.8644
583.3613,93.8695
584.3255,93.8583
585.2897,93.8331
586.2540,93.7984
587.2182,93.7586
588.1824,93.7166
589.1467,93.6741
590.1109,93.6317
591.0751,93.5899
592.0394,93.5484
593.0036,93.5064
593.9678,93.4621
594.9321,93.414
595.8963,93.3629
596.8605,93.3123
597.8248,93.2686
598.7890,93.2383
599.7532,93.2244
600.7175,93.2234
