TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,86.76
401.1211,87.0435
403.0496,87.4849
404.9781,87.9901
406.9065,88.4813
408.8350,88.897
410.7635,89.1838
412.6919,89.3028
414.6204,89.2529
416.5489,89.0969
418.4773,88.9535
420.4058,88.9373
422.3343,89.0861
424.2627,89.3493
426.1912,89.6369
428.1197,89.8736
430.0481,90.0228
431.9766,90.0858
433.9051,90.0877
435.8335,90.0606
437.7620,90.0338
439.6905,90.034
441.6189,90.086
443.5474,90.2044
445.4759,90.3777
447.4043,90.5634
449.3328,90.7066
451.2613,90.7724
453.1897,90.7701
455.1182,90.7518
457.0467,90.7813
458.9751,90.8877
460.9036,91.039
462.8321,91.1629
464.7605,91.1968
466.6890,91.1267
468.6175,90.9934
470.5459,90.8666
472.4744,90.8011
474.4029,90.8036
476.3313,90.8318
478.2598,90.824
480.1883,90.7336
482.1167,90.5482
484.0452,90.2893
485.9737,89.9974
487.9021,89.7113
489.8306,89.4492
491.7591,89.2005
493.6875,88.9317
495.6160,88.6029
497.5445,88.1874
499.4729,87.6847
501.4014,87.1197
503.3299,86.5284
505.2583,85.936
507.1868,85.3429
509.1153,84.7261
511.0437,84.0531
512.9722,83.2973
514.9007,82.4432
516.8292,81.4777
518.7576,80.375
520.6861,79.0867
522.6146,77.5489
524.5430,75.7087
526.4715,73.5629
528.4000,71.1892
530.3284,68.757
532.2569,66.5069
534.1854,64.7023
536.1138,63.5669
538.0423,63.2276
539.9708,63.6822
541.8992,64.8032
543.8277,66.3793
545.7562,68.179
547.6846,70.0096
549.6131,71.7492
551.5416,73.3443
553.4700,74.7869
555.3985,76.0874
557.3270,77.261
559.2554,78.326
561.1839,79.3089
563.1124,80.2432
565.0408,81.1628
566.9693,82.0905
568.8978,83.0317
570.8262,83.9747
572.7547,84.8976
574.6832,85.7772
576.6116,86.5934
578.5401,87.3303
580.4686,87.9746
582.3970,88.5146
584.3255,88.9431
586.2540,89.2625
588.1824,89.4884
590.1109,89.6496
592.0394,89.7798
593.9678,89.9052
