TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,83.3553
401.1211,83.9954
403.0496,84.7472
404.9781,85.4729
406.9065,86.0736
408.8350,86.4841
410.7635,86.662
412.6919,86.5937
414.6204,86.3207
416.5489,85.9641
418.4773,85.7027
420.4058,85.6853
422.3343,85.9418
424.2627,86.3832
426.1912,86.8766
428.1197,87.3168
430.0481,87.6547
431.9766,87.8928
433.9051,88.0657
435.8335,88.2162
437.7620,88.3785
439.6905,88.5727
441.6189,88.8065
443.5474,89.0723
445.4759,89.3405
447.4043,89.5621
449.3328,89.6882
451.2613,89.6992
453.1897,89.6248
455.1182,89.5403
457.0467,89.5313
458.9751,89.6394
460.9036,89.8307
462.8321,90.0175
464.7605,90.1176
466.6890,90.104
468.6175,90.017
470.5459,89.9369
472.4744,89.9349
474.4029,90.0308
476.3313,90.1879
478.2598,90.3436
480.1883,90.4472
482.1167,90.4798
484.0452,90.4526
485.9737,90.3936
487.9021,90.3293
489.8306,90.2713
491.7591,90.2104
493.6875,90.1211
495.6160,89.9744
497.5445,89.7544
499.4729,89.4693
501.4014,89.1509
503.3299,88.8364
505.2583,88.5444
507.1868,88.259
509.1153,87.9349
511.0437,87.5213
512.9722,86.9879
514.9007,86.341
516.8292,85.6199
518.7576,84.8789
520.6861,84.1635
522.6146,83.4963
524.5430,82.8776
526.4715,82.2961
528.4000,81.7411
530.3284,81.2085
532.2569,80.7029
534.1854,80.2354
536.1138,79.8223
538.0423,79.4818
539.9708,79.2326
541.8992,79.092
543.8277,79.0754
545.7562,79.1949
547.6846,79.456
549.6131,79.851
551.5416,80.3541
553.4700,80.9213
555.3985,81.499
557.3270,82.0395
559.2554,82.5152
561.1839,82.9254
563.1124,83.2919
565.0408,83.6455
566.9693,84.0124
568.8978,84.4047
570.8262,84.822
572.7547,85.2576
574.6832,85.7074
576.6116,86.1726
578.5401,86.6553
580.4686,87.1505
582.3970,87.6395
584.3255,88.0922
586.2540,88.4783
588.1824,88.7805
590.1109,89.0033
592.0394,89.1708
593.9678,89.3153
