TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,88.3739
401.1211,88.6216
403.0496,88.9616
404.9781,89.3321
406.9065,89.6908
408.8350,90.0027
410.7635,90.2295
412.6919,90.3334
414.6204,90.2984
416.5489,90.1571
418.4773,89.9951
420.4058,89.9108
422.3343,89.9553
424.2627,90.1109
426.1912,90.3196
428.1197,90.5233
430.0481,90.6853
431.9766,90.7933
433.9051,90.8531
435.8335,90.8793
437.7620,90.8901
439.6905,90.9052
441.6189,90.9441
443.5474,91.0188
445.4759,91.1239
447.4043,91.235
449.3328,91.3208
451.2613,91.3645
453.1897,91.3778
455.1182,91.398
457.0467,91.4642
458.9751,91.5861
460.9036,91.7281
462.8321,91.8287
464.7605,91.8376
466.6890,91.7443
468.6175,91.5824
470.5459,91.4106
472.4744,91.2799
474.4029,91.2061
476.3313,91.1653
478.2598,91.1141
480.1883,91.016
482.1167,90.8572
484.0452,90.6464
485.9737,90.4058
487.9021,90.1569
489.8306,89.9082
491.7591,89.6501
493.6875,89.3585
495.6160,89.0054
497.5445,88.5718
499.4729,88.0579
501.4014,87.4841
503.3299,86.8813
505.2583,86.273
507.1868,85.6611
509.1153,85.0253
511.0437,84.3341
512.9722,83.5597
514.9007,82.6854
516.8292,81.7001
518.7576,80.5831
520.6861,79.2917
522.6146,77.7641
524.5430,75.9449
526.4715,73.8237
528.4000,71.47
530.3284,69.0475
532.2569,66.7954
534.1854,64.9793
536.1138,63.828
538.0423,63.4744
539.9708,63.9209
541.8992,65.0411
543.8277,66.6215
545.7562,68.4259
547.6846,70.2567
549.6131,71.9896
551.5416,73.5724
553.4700,75.0005
555.3985,76.288
557.3270,77.451
559.2554,78.5064
561.1839,79.4784
563.1124,80.4001
565.0408,81.3065
566.9693,82.2229
568.8978,83.1554
570.8262,84.0915
572.7547,85.0078
574.6832,85.8805
576.6116,86.6919
578.5401,87.4298
580.4686,88.0836
582.3970,88.6405
584.3255,89.0881
586.2540,89.422
588.1824,89.6533
590.1109,89.811
592.0394,89.933
593.9678,90.0512
