TITLE SAMPLE NAME:,Polystyrene (medicine-toys-disposable dishes)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,Spectrophotometer
MODEL NAME:,FT/IR ATR-4X JASSCO Type A
SERIAL No:,A009662111
ACCESSORY:,ATR PRO 4x
LIGHT SOURCE:,DLATGS Standard
RESOLUTION:,8 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Transmittance %T
FIRSTX:,399
FIRSTY:,0
LASTX:,4000
LASTY:,120
NPOINTS:,1884
399.1927,87.5533
401.1211,87.7151
403.0496,88.0474
404.9781,88.4681
406.9065,88.9046
408.8350,89.2889
410.7635,89.5495
412.6919,89.6223
414.6204,89.4893
416.5489,89.2195
418.4773,88.966
420.4058,88.8851
422.3343,89.035
424.2627,89.3525
426.1912,89.7167
428.1197,90.0238
430.0481,90.2232
431.9766,90.317
433.9051,90.3401
435.8335,90.3339
437.7620,90.3284
439.6905,90.3425
441.6189,90.3913
443.5474,90.4852
445.4759,90.6161
447.4043,90.7502
449.3328,90.8412
451.2613,90.8629
453.1897,90.8343
455.1182,90.8187
457.0467,90.8862
458.9751,91.0582
460.9036,91.2804
462.8321,91.4537
464.7605,91.4986
466.6890,91.4033
468.6175,91.226
470.5459,91.0571
472.4744,90.9622
474.4029,90.9443
476.3313,90.9502
478.2598,90.913
480.1883,90.7922
482.1167,90.5863
484.0452,90.3216
485.9737,90.0309
487.9021,89.7361
489.8306,89.4406
491.7591,89.1311
493.6875,88.785
495.6160,88.3796
497.5445,87.902
499.4729,87.3559
501.4014,86.7612
503.3299,86.143
505.2583,85.5159
507.1868,84.8733
509.1153,84.1914
511.0437,83.4426
512.9722,82.6085
514.9007,81.6815
516.8292,80.6518
518.7576,79.4884
520.6861,78.1304
522.6146,76.4996
524.5430,74.535
526.4715,72.235
528.4000,69.6889
530.3284,67.0826
532.2569,64.6727
534.1854,62.7349
536.1138,61.5015
538.0423,61.1057
539.9708,61.5488
541.8992,62.703
543.8277,64.3502
545.7562,66.2461
547.6846,68.1817
549.6131,70.0198
551.5416,71.6982
553.4700,73.2079
555.3985,74.5649
557.3270,75.7919
559.2554,76.9123
561.1839,77.9526
563.1124,78.944
565.0408,79.9184
566.9693,80.8996
568.8978,81.8967
570.8262,82.9026
572.7547,83.8981
574.6832,84.8589
576.6116,85.7611
578.5401,86.5837
580.4686,87.3084
582.3970,87.9197
584.3255,88.4072
586.2540,88.7708
588.1824,89.0261
590.1109,89.2036
592.0394,89.3414
593.9678,89.4717
